Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration,Small Mol Conc Unit,LJP Library Plate,Replicate,Assay Well,Timepoint,Timepoint Unit,Total Cell Count Before Treatment,Total Cell Count After Treatment,Total Control Cell Count,Relative Cell Count,Normalized Growth Rate Inhibition Value
50238-3,Hs 578T,10126-101-1,PI103,0.37,uM,LJP6,3,I16,72,hr,765,961,3066,0.3134,0.1206
50238-3,Hs 578T,10126-101-1,PI103,1.11,uM,LJP6,1,I15,72,hr,765,772,3143,0.2456,0.0044
50238-3,Hs 578T,10126-101-1,PI103,1.11,uM,LJP6,2,I15,72,hr,765,781,3095,0.2523,0.0103
50238-3,Hs 578T,10126-101-1,PI103,1.11,uM,LJP6,3,I15,72,hr,765,753,3066,0.2456,-0.0079
50238-3,Hs 578T,10126-101-1,PI103,3.33,uM,LJP6,1,I14,72,hr,765,728,3143,0.2316,-0.0241
50238-3,Hs 578T,10126-101-1,PI103,3.33,uM,LJP6,2,I14,72,hr,765,694,3095,0.2242,-0.0472
50238-3,Hs 578T,10126-101-1,PI103,3.33,uM,LJP6,3,I14,72,hr,765,705,3066,0.2299,-0.0400
50238-3,Hs 578T,10126-101-1,PI103,10,uM,LJP6,1,I13,72,hr,765,680,3143,0.2163,-0.0562
50238-3,Hs 578T,10126-101-1,PI103,10,uM,LJP6,2,I13,72,hr,765,680,3095,0.2197,-0.0568
50238-3,Hs 578T,10126-101-1,PI103,10,uM,LJP6,3,I13,72,hr,765,693,3066,0.2260,-0.0482
50238-3,Hs 578T,10127-101-1,Dovitinib,0.04,uM,LJP5,1,E24,72,hr,765,2540,3140,0.8088,0.8022
50238-3,Hs 578T,10127-101-1,Dovitinib,0.04,uM,LJP5,2,E24,72,hr,765,2499,3151,0.7929,0.7852
50238-3,Hs 578T,10127-101-1,Dovitinib,0.04,uM,LJP5,3,E24,72,hr,765,2396,3152,0.7601,0.7486
50238-3,Hs 578T,10127-101-1,Dovitinib,0.12,uM,LJP5,1,E23,72,hr,765,1932,3140,0.6152,0.5757
50238-3,Hs 578T,10127-101-1,Dovitinib,0.12,uM,LJP5,2,E23,72,hr,765,1914,3151,0.6073,0.5667
50238-3,Hs 578T,10127-101-1,Dovitinib,0.12,uM,LJP5,3,E23,72,hr,765,1723,3152,0.5466,0.4880
50238-3,Hs 578T,10127-101-1,Dovitinib,0.37,uM,LJP5,1,E22,72,hr,765,1305,3140,0.4156,0.2997
50238-3,Hs 578T,10127-101-1,Dovitinib,0.37,uM,LJP5,2,E22,72,hr,765,1270,3151,0.4030,0.2817
50238-3,Hs 578T,10127-101-1,Dovitinib,0.37,uM,LJP5,3,E22,72,hr,765,1300,3152,0.4124,0.2963
50238-3,Hs 578T,10127-101-1,Dovitinib,1.11,uM,LJP5,1,E21,72,hr,765,1257,3140,0.4003,0.2760
50238-3,Hs 578T,10127-101-1,Dovitinib,1.11,uM,LJP5,2,E21,72,hr,765,1134,3151,0.3598,0.2125
50238-3,Hs 578T,10127-101-1,Dovitinib,1.11,uM,LJP5,3,E21,72,hr,765,1198,3152,0.3800,0.2455
50238-3,Hs 578T,10127-101-1,Dovitinib,3.33,uM,LJP5,1,E20,72,hr,765,1135,3140,0.3614,0.2136
50238-3,Hs 578T,10127-101-1,Dovitinib,3.33,uM,LJP5,2,E20,72,hr,765,1221,3151,0.3874,0.2572
50238-3,Hs 578T,10127-101-1,Dovitinib,3.33,uM,LJP5,3,E20,72,hr,765,1064,3152,0.3375,0.1752
50238-3,Hs 578T,10127-101-1,Dovitinib,10,uM,LJP5,1,E19,72,hr,765,1144,3140,0.3643,0.2183
50238-3,Hs 578T,10127-101-1,Dovitinib,10,uM,LJP5,2,E19,72,hr,765,1061,3151,0.3367,0.1736
50238-3,Hs 578T,10127-101-1,Dovitinib,10,uM,LJP5,3,E19,72,hr,765,1268,3152,0.4022,0.2806
50238-3,Hs 578T,10128-101-1,GSK 690693,0.04,uM,LJP5,1,F24,72,hr,765,2581,3140,0.8219,0.8164
50238-3,Hs 578T,10128-101-1,GSK 690693,0.04,uM,LJP5,2,F24,72,hr,765,2752,3151,0.8732,0.8715
50238-3,Hs 578T,10128-101-1,GSK 690693,0.04,uM,LJP5,3,F24,72,hr,765,2828,3152,0.8971,0.8965
50238-3,Hs 578T,10128-101-1,GSK 690693,0.12,uM,LJP5,1,F23,72,hr,765,2448,3140,0.7795,0.7699
50238-3,Hs 578T,10128-101-1,GSK 690693,0.12,uM,LJP5,2,F23,72,hr,765,2469,3151,0.7834,0.7747
50238-3,Hs 578T,10128-101-1,GSK 690693,0.12,uM,LJP5,3,F23,72,hr,765,2531,3152,0.8029,0.7962
50238-3,Hs 578T,10128-101-1,GSK 690693,0.37,uM,LJP5,1,F22,72,hr,765,2078,3140,0.6617,0.6331
50238-3,Hs 578T,10128-101-1,GSK 690693,0.37,uM,LJP5,2,F22,72,hr,765,2312,3151,0.7336,0.7185
50238-3,Hs 578T,10128-101-1,GSK 690693,0.37,uM,LJP5,3,F22,72,hr,765,2275,3152,0.7217,0.7048
50238-3,Hs 578T,10128-101-1,GSK 690693,1.11,uM,LJP5,1,F21,72,hr,765,2026,3140,0.6452,0.6129
50238-3,Hs 578T,10128-101-1,GSK 690693,1.11,uM,LJP5,2,F21,72,hr,765,2247,3151,0.7130,0.6947
50238-3,Hs 578T,10128-101-1,GSK 690693,1.11,uM,LJP5,3,F21,72,hr,765,2130,3152,0.6757,0.6508
50238-3,Hs 578T,10128-101-1,GSK 690693,3.33,uM,LJP5,1,F20,72,hr,765,2025,3140,0.6448,0.6125
50238-3,Hs 578T,10128-101-1,GSK 690693,3.33,uM,LJP5,2,F20,72,hr,765,2054,3151,0.6517,0.6218
50238-3,Hs 578T,10128-101-1,GSK 690693,3.33,uM,LJP5,3,F20,72,hr,765,2151,3152,0.6823,0.6587
50238-3,Hs 578T,10128-101-1,GSK 690693,10,uM,LJP5,1,F19,72,hr,765,2028,3140,0.6458,0.6137
50238-3,Hs 578T,10128-101-1,GSK 690693,10,uM,LJP5,2,F19,72,hr,765,2120,3151,0.6727,0.6471
50238-3,Hs 578T,10128-101-1,GSK 690693,10,uM,LJP5,3,F19,72,hr,765,2160,3152,0.6852,0.6621
50238-3,Hs 578T,10132-101-1,SNS-032,0.04,uM,LJP6,1,H18,72,hr,765,2336,3143,0.7431,0.7289
50238-3,Hs 578T,10132-101-1,SNS-032,0.04,uM,LJP6,2,H18,72,hr,765,2305,3095,0.7446,0.7279
50238-3,Hs 578T,10132-101-1,SNS-032,0.04,uM,LJP6,3,H18,72,hr,765,2344,3066,0.7645,0.7491
50238-3,Hs 578T,10132-101-1,SNS-032,0.12,uM,LJP6,1,H17,72,hr,765,397,3143,0.1263,-0.2751
50238-3,Hs 578T,10132-101-1,SNS-032,0.12,uM,LJP6,2,H17,72,hr,765,439,3095,0.1418,-0.2408
50238-3,Hs 578T,10132-101-1,SNS-032,0.12,uM,LJP6,3,H17,72,hr,765,421,3066,0.1373,-0.2579
50238-3,Hs 578T,10132-101-1,SNS-032,0.37,uM,LJP6,1,H16,72,hr,765,404,3143,0.1285,-0.2689
50238-3,Hs 578T,10132-101-1,SNS-032,0.37,uM,LJP6,2,H16,72,hr,765,430,3095,0.1389,-0.2485
50238-3,Hs 578T,10132-101-1,SNS-032,0.37,uM,LJP6,3,H16,72,hr,765,432,3066,0.1409,-0.2483
50238-3,Hs 578T,10132-101-1,SNS-032,1.11,uM,LJP6,1,H15,72,hr,765,359,3143,0.1142,-0.3100
50238-3,Hs 578T,10132-101-1,SNS-032,1.11,uM,LJP6,2,H15,72,hr,765,376,3095,0.1215,-0.2969
50238-3,Hs 578T,10132-101-1,SNS-032,1.11,uM,LJP6,3,H15,72,hr,765,404,3066,0.1318,-0.2730
50238-3,Hs 578T,10132-101-1,SNS-032,3.33,uM,LJP6,1,H14,72,hr,765,449,3143,0.1428,-0.2300
50238-3,Hs 578T,10132-101-1,SNS-032,3.33,uM,LJP6,2,H14,72,hr,765,415,3095,0.1341,-0.2616
50238-3,Hs 578T,10132-101-1,SNS-032,3.33,uM,LJP6,3,H14,72,hr,765,429,3066,0.1399,-0.2509
50238-3,Hs 578T,10132-101-1,SNS-032,10,uM,LJP6,1,H13,72,hr,765,383,3143,0.1218,-0.2878
50238-3,Hs 578T,10132-101-1,SNS-032,10,uM,LJP6,2,H13,72,hr,765,419,3095,0.1354,-0.2581
50238-3,Hs 578T,10132-101-1,SNS-032,10,uM,LJP6,3,H13,72,hr,765,397,3066,0.1295,-0.2793
50238-3,Hs 578T,10133-101-1,Afatinib,0.04,uM,LJP6,1,G24,72,hr,765,3036,3143,0.9657,0.9661
50238-3,Hs 578T,10133-101-1,Afatinib,0.04,uM,LJP6,2,G24,72,hr,765,2861,3095,0.9242,0.9233
50238-3,Hs 578T,10133-101-1,Afatinib,0.04,uM,LJP6,3,G24,72,hr,765,2902,3066,0.9465,0.9459
50238-3,Hs 578T,10133-101-1,Afatinib,0.12,uM,LJP6,1,G23,72,hr,765,2933,3143,0.9330,0.9331
50238-3,Hs 578T,10133-101-1,Afatinib,0.12,uM,LJP6,2,G23,72,hr,765,2811,3095,0.9081,0.9066
50238-3,Hs 578T,10133-101-1,Afatinib,0.12,uM,LJP6,3,G23,72,hr,765,2885,3066,0.9410,0.9402
50238-3,Hs 578T,10133-101-1,Afatinib,0.37,uM,LJP6,1,G22,72,hr,765,3034,3143,0.9651,0.9654
50238-3,Hs 578T,10133-101-1,Afatinib,0.37,uM,LJP6,2,G22,72,hr,765,2795,3095,0.9029,0.9012
50238-3,Hs 578T,10133-101-1,Afatinib,0.37,uM,LJP6,3,G22,72,hr,765,2822,3066,0.9204,0.9189
50238-3,Hs 578T,10133-101-1,Afatinib,1.11,uM,LJP6,1,G21,72,hr,765,2800,3143,0.8907,0.8896
50238-3,Hs 578T,10133-101-1,Afatinib,1.11,uM,LJP6,2,G21,72,hr,765,2671,3095,0.8628,0.8589
50238-3,Hs 578T,10133-101-1,Afatinib,1.11,uM,LJP6,3,G21,72,hr,765,2657,3066,0.8666,0.8620
50238-3,Hs 578T,10133-101-1,Afatinib,3.33,uM,LJP6,1,G20,72,hr,765,2466,3143,0.7844,0.7754
50238-3,Hs 578T,10133-101-1,Afatinib,3.33,uM,LJP6,2,G20,72,hr,765,2484,3095,0.8024,0.7932
50238-3,Hs 578T,10133-101-1,Afatinib,3.33,uM,LJP6,3,G20,72,hr,765,2638,3066,0.8604,0.8554
50238-3,Hs 578T,10133-101-1,Afatinib,10,uM,LJP6,1,G19,72,hr,765,504,3143,0.1603,-0.1851
50238-3,Hs 578T,10133-101-1,Afatinib,10,uM,LJP6,2,G19,72,hr,765,458,3095,0.1480,-0.2246
50238-3,Hs 578T,10133-101-1,Afatinib,10,uM,LJP6,3,G19,72,hr,765,511,3066,0.1667,-0.1825
50238-3,Hs 578T,10134-101-1,GSK1904529A,0.04,uM,LJP6,1,H24,72,hr,765,3019,3143,0.9603,0.9607
50238-3,Hs 578T,10134-101-1,GSK1904529A,0.04,uM,LJP6,2,H24,72,hr,765,2979,3095,0.9623,0.9623
50238-3,Hs 578T,10134-101-1,GSK1904529A,0.04,uM,LJP6,3,H24,72,hr,765,2959,3066,0.9651,0.9648
50238-3,Hs 578T,10134-101-1,GSK1904529A,0.12,uM,LJP6,1,H23,72,hr,765,2860,3143,0.9097,0.9093
50238-3,Hs 578T,10134-101-1,GSK1904529A,0.12,uM,LJP6,2,H23,72,hr,765,2991,3095,0.9662,0.9662
50238-3,Hs 578T,10134-101-1,GSK1904529A,0.12,uM,LJP6,3,H23,72,hr,765,2938,3066,0.9583,0.9579
50238-3,Hs 578T,10134-101-1,GSK1904529A,0.37,uM,LJP6,1,H22,72,hr,765,3132,3143,0.9963,0.9963
50238-3,Hs 578T,10134-101-1,GSK1904529A,0.37,uM,LJP6,2,H22,72,hr,765,3097,3095,1.0004,1.0004
50238-3,Hs 578T,10134-101-1,GSK1904529A,0.37,uM,LJP6,3,H22,72,hr,765,2910,3066,0.9491,0.9485
50238-3,Hs 578T,10134-101-1,GSK1904529A,1.11,uM,LJP6,1,H21,72,hr,765,2944,3143,0.9365,0.9366
50238-3,Hs 578T,10134-101-1,GSK1904529A,1.11,uM,LJP6,2,H21,72,hr,765,2846,3095,0.9194,0.9183
50238-3,Hs 578T,10134-101-1,GSK1904529A,1.11,uM,LJP6,3,H21,72,hr,765,2738,3066,0.8930,0.8901
50238-3,Hs 578T,10134-101-1,GSK1904529A,3.33,uM,LJP6,1,H20,72,hr,765,2966,3143,0.9435,0.9437
50238-3,Hs 578T,10134-101-1,GSK1904529A,3.33,uM,LJP6,2,H20,72,hr,765,2788,3095,0.9006,0.8988
50238-3,Hs 578T,10134-101-1,GSK1904529A,3.33,uM,LJP6,3,H20,72,hr,765,2795,3066,0.9116,0.9097
50238-3,Hs 578T,10134-101-1,GSK1904529A,10,uM,LJP6,1,H19,72,hr,765,3008,3143,0.9568,0.9572
50238-3,Hs 578T,10134-101-1,GSK1904529A,10,uM,LJP6,2,H19,72,hr,765,2955,3095,0.9546,0.9544
50238-3,Hs 578T,10134-101-1,GSK1904529A,10,uM,LJP6,3,H19,72,hr,765,2753,3066,0.8979,0.8953
50238-3,Hs 578T,10135-101-1,Linsitinib,0.04,uM,LJP5,1,O24,72,hr,765,3113,3140,0.9913,0.9914
50238-3,Hs 578T,10135-101-1,Linsitinib,0.04,uM,LJP5,2,O24,72,hr,765,3142,3151,0.9969,0.9970
50238-3,Hs 578T,10135-101-1,Linsitinib,0.04,uM,LJP5,3,O24,72,hr,765,3272,3152,1.0379,1.0368
50238-3,Hs 578T,10135-101-1,Linsitinib,0.12,uM,LJP5,1,O23,72,hr,765,3110,3140,0.9903,0.9905
50238-3,Hs 578T,10135-101-1,Linsitinib,0.12,uM,LJP5,2,O23,72,hr,765,3209,3151,1.0182,1.0177
50238-3,Hs 578T,10135-101-1,Linsitinib,0.12,uM,LJP5,3,O23,72,hr,765,3181,3152,1.0091,1.0089
50238-3,Hs 578T,10135-101-1,Linsitinib,0.37,uM,LJP5,1,O22,72,hr,765,2921,3140,0.9302,0.9302
50238-3,Hs 578T,10135-101-1,Linsitinib,0.37,uM,LJP5,2,O22,72,hr,765,3074,3151,0.9754,0.9757
50238-3,Hs 578T,10135-101-1,Linsitinib,0.37,uM,LJP5,3,O22,72,hr,765,2997,3152,0.9507,0.9511
50238-3,Hs 578T,10135-101-1,Linsitinib,1.11,uM,LJP5,1,O21,72,hr,765,3195,3140,1.0174,1.0170
50238-3,Hs 578T,10135-101-1,Linsitinib,1.11,uM,LJP5,2,O21,72,hr,765,3148,3151,0.9988,0.9989
50238-3,Hs 578T,10135-101-1,Linsitinib,1.11,uM,LJP5,3,O21,72,hr,765,3326,3152,1.0551,1.0532
50238-3,Hs 578T,10135-101-1,Linsitinib,3.33,uM,LJP5,1,O20,72,hr,765,3102,3140,0.9878,0.9880
50238-3,Hs 578T,10135-101-1,Linsitinib,3.33,uM,LJP5,2,O20,72,hr,765,3079,3151,0.9770,0.9773
50238-3,Hs 578T,10135-101-1,Linsitinib,3.33,uM,LJP5,3,O20,72,hr,765,3112,3152,0.9872,0.9874
50238-3,Hs 578T,10135-101-1,Linsitinib,10,uM,LJP5,1,O19,72,hr,765,2518,3140,0.8018,0.7945
50238-3,Hs 578T,10135-101-1,Linsitinib,10,uM,LJP5,2,O19,72,hr,765,2607,3151,0.8272,0.8226
50238-3,Hs 578T,10135-101-1,Linsitinib,10,uM,LJP5,3,O19,72,hr,765,2418,3152,0.7670,0.7565
50238-3,Hs 578T,10138-105-1,Ruxolitinib,0.04,uM,LJP5,1,O18,72,hr,765,3129,3140,0.9964,0.9965
50238-3,Hs 578T,10138-105-1,Ruxolitinib,0.04,uM,LJP5,2,O18,72,hr,765,3120,3151,0.9900,0.9901
50238-3,Hs 578T,10138-105-1,Ruxolitinib,0.04,uM,LJP5,3,O18,72,hr,765,3150,3152,0.9992,0.9993
50238-3,Hs 578T,10138-105-1,Ruxolitinib,0.12,uM,LJP5,1,O17,72,hr,765,3253,3140,1.0359,1.0349
50238-3,Hs 578T,10138-105-1,Ruxolitinib,0.12,uM,LJP5,2,O17,72,hr,765,3116,3151,0.9887,0.9889
50238-3,Hs 578T,10138-105-1,Ruxolitinib,0.12,uM,LJP5,3,O17,72,hr,765,3213,3152,1.0192,1.0187
50238-3,Hs 578T,10138-105-1,Ruxolitinib,0.37,uM,LJP5,1,O16,72,hr,765,3129,3140,0.9964,0.9965
50238-3,Hs 578T,10138-105-1,Ruxolitinib,0.37,uM,LJP5,2,O16,72,hr,765,3086,3151,0.9792,0.9795
50238-3,Hs 578T,10138-105-1,Ruxolitinib,0.37,uM,LJP5,3,O16,72,hr,765,3178,3152,1.0081,1.0079
50238-3,Hs 578T,10138-105-1,Ruxolitinib,1.11,uM,LJP5,1,O15,72,hr,765,2995,3140,0.9537,0.9540
50238-3,Hs 578T,10138-105-1,Ruxolitinib,1.11,uM,LJP5,2,O15,72,hr,765,3041,3151,0.9649,0.9653
50238-3,Hs 578T,10138-105-1,Ruxolitinib,1.11,uM,LJP5,3,O15,72,hr,765,2975,3152,0.9437,0.9441
50238-3,Hs 578T,10138-105-1,Ruxolitinib,3.33,uM,LJP5,1,O14,72,hr,765,2881,3140,0.9174,0.9171
50238-3,Hs 578T,10138-105-1,Ruxolitinib,3.33,uM,LJP5,2,O14,72,hr,765,2689,3151,0.8532,0.8504
50238-3,Hs 578T,10138-105-1,Ruxolitinib,3.33,uM,LJP5,3,O14,72,hr,765,2765,3152,0.8771,0.8757
50238-3,Hs 578T,10138-105-1,Ruxolitinib,10,uM,LJP5,1,O13,72,hr,765,2187,3140,0.6964,0.6746
50238-3,Hs 578T,10138-105-1,Ruxolitinib,10,uM,LJP5,2,O13,72,hr,765,2090,3151,0.6632,0.6357
50238-3,Hs 578T,10138-105-1,Ruxolitinib,10,uM,LJP5,3,O13,72,hr,765,2176,3152,0.6903,0.6681
50238-3,Hs 578T,10140-101-1,Momelotinib,0.04,uM,LJP5,1,P12,72,hr,765,2930,3140,0.9330,0.9331
50238-3,Hs 578T,10140-101-1,Momelotinib,0.04,uM,LJP5,2,P12,72,hr,765,3030,3151,0.9614,0.9618
50238-3,Hs 578T,10140-101-1,Momelotinib,0.04,uM,LJP5,3,P12,72,hr,765,2982,3152,0.9459,0.9463
50238-3,Hs 578T,10140-101-1,Momelotinib,0.12,uM,LJP5,1,P11,72,hr,765,2809,3140,0.8945,0.8935
50238-3,Hs 578T,10140-101-1,Momelotinib,0.12,uM,LJP5,2,P11,72,hr,765,2739,3151,0.8691,0.8672
50238-3,Hs 578T,10140-101-1,Momelotinib,0.12,uM,LJP5,3,P11,72,hr,765,2706,3152,0.8584,0.8560
50238-3,Hs 578T,10140-101-1,Momelotinib,0.37,uM,LJP5,1,P10,72,hr,765,2506,3140,0.7980,0.7903
50238-3,Hs 578T,10140-101-1,Momelotinib,0.37,uM,LJP5,2,P10,72,hr,765,2432,3151,0.7717,0.7616
50238-3,Hs 578T,10140-101-1,Momelotinib,0.37,uM,LJP5,3,P10,72,hr,765,2584,3152,0.8197,0.8145
50238-3,Hs 578T,10140-101-1,Momelotinib,1.11,uM,LJP5,1,P09,72,hr,765,2318,3140,0.7381,0.7231
50238-3,Hs 578T,10140-101-1,Momelotinib,1.11,uM,LJP5,2,P09,72,hr,765,2105,3151,0.6679,0.6414
50238-3,Hs 578T,10140-101-1,Momelotinib,1.11,uM,LJP5,3,P09,72,hr,765,2112,3152,0.6700,0.6439
50238-3,Hs 578T,10140-101-1,Momelotinib,3.33,uM,LJP5,1,P08,72,hr,765,1860,3140,0.5923,0.5466
50238-3,Hs 578T,10140-101-1,Momelotinib,3.33,uM,LJP5,2,P08,72,hr,765,1809,3151,0.5740,0.5240
50238-3,Hs 578T,10140-101-1,Momelotinib,3.33,uM,LJP5,3,P08,72,hr,765,1881,3152,0.5967,0.5533
50238-3,Hs 578T,10140-101-1,Momelotinib,10,uM,LJP5,1,P07,72,hr,765,758,3140,0.2414,-0.0045
50238-3,Hs 578T,10140-101-1,Momelotinib,10,uM,LJP5,2,P07,72,hr,765,760,3151,0.2411,-0.0032
50238-3,Hs 578T,10140-101-1,Momelotinib,10,uM,LJP5,3,P07,72,hr,765,744,3152,0.2360,-0.0136
50238-3,Hs 578T,10141-101-1,Fedratinib,0.04,uM,LJP5,1,L06,72,hr,765,3060,3140,0.9744,0.9747
50238-3,Hs 578T,10141-101-1,Fedratinib,0.04,uM,LJP5,2,L06,72,hr,765,3314,3151,1.0515,1.0498
50238-3,Hs 578T,10141-101-1,Fedratinib,0.04,uM,LJP5,3,L06,72,hr,765,3238,3152,1.0271,1.0264
50238-3,Hs 578T,10141-101-1,Fedratinib,0.12,uM,LJP5,1,L05,72,hr,765,3118,3140,0.9929,0.9930
50238-3,Hs 578T,10141-101-1,Fedratinib,0.12,uM,LJP5,2,L05,72,hr,765,3182,3151,1.0096,1.0094
50238-3,Hs 578T,10141-101-1,Fedratinib,0.12,uM,LJP5,3,L05,72,hr,765,3144,3152,0.9973,0.9974
50238-3,Hs 578T,10141-101-1,Fedratinib,0.37,uM,LJP5,1,L04,72,hr,765,2845,3140,0.9060,0.9054
50238-3,Hs 578T,10141-101-1,Fedratinib,0.37,uM,LJP5,2,L04,72,hr,765,2929,3151,0.9294,0.9295
50238-3,Hs 578T,10141-101-1,Fedratinib,0.37,uM,LJP5,3,L04,72,hr,765,2785,3152,0.8835,0.8823
50238-3,Hs 578T,10141-101-1,Fedratinib,1.11,uM,LJP5,1,L03,72,hr,765,2159,3140,0.6875,0.6640
50238-3,Hs 578T,10141-101-1,Fedratinib,1.11,uM,LJP5,2,L03,72,hr,765,2191,3151,0.6952,0.6739
50238-3,Hs 578T,10141-101-1,Fedratinib,1.11,uM,LJP5,3,L03,72,hr,765,2120,3152,0.6725,0.6470
50238-3,Hs 578T,10141-101-1,Fedratinib,3.33,uM,LJP5,1,L02,72,hr,765,977,3140,0.3111,0.1275
50238-3,Hs 578T,10141-101-1,Fedratinib,3.33,uM,LJP5,2,L02,72,hr,765,1012,3151,0.3211,0.1468
50238-3,Hs 578T,10141-101-1,Fedratinib,3.33,uM,LJP5,3,L02,72,hr,765,1014,3152,0.3217,0.1479
50238-3,Hs 578T,10141-101-1,Fedratinib,10,uM,LJP5,1,L01,72,hr,765,362,3140,0.1153,-0.3074
50238-3,Hs 578T,10141-101-1,Fedratinib,10,uM,LJP5,2,L01,72,hr,765,340,3151,0.1079,-0.3277
50238-3,Hs 578T,10141-101-1,Fedratinib,10,uM,LJP5,3,L01,72,hr,765,262,3152,0.0831,-0.4082
50238-3,Hs 578T,10142-101-1,Trametinib,0.04,uM,LJP5,1,P24,72,hr,765,1179,3140,0.3754,0.2365
50238-3,Hs 578T,10142-101-1,Trametinib,0.04,uM,LJP5,2,P24,72,hr,765,1218,3151,0.3865,0.2557
50238-3,Hs 578T,10142-101-1,Trametinib,0.04,uM,LJP5,3,P24,72,hr,765,1180,3152,0.3743,0.2363
50238-3,Hs 578T,10142-101-1,Trametinib,0.12,uM,LJP5,1,P23,72,hr,765,1030,3140,0.3280,0.1572
50238-3,Hs 578T,10142-101-1,Trametinib,0.12,uM,LJP5,2,P23,72,hr,765,1092,3151,0.3465,0.1903
50238-3,Hs 578T,10142-101-1,Trametinib,0.12,uM,LJP5,3,P23,72,hr,765,1031,3152,0.3271,0.1573
50238-3,Hs 578T,10142-101-1,Trametinib,0.37,uM,LJP5,1,P22,72,hr,765,1035,3140,0.3296,0.1599
50238-3,Hs 578T,10142-101-1,Trametinib,0.37,uM,LJP5,2,P22,72,hr,765,1004,3151,0.3186,0.1423
50238-3,Hs 578T,10142-101-1,Trametinib,0.37,uM,LJP5,3,P22,72,hr,765,1076,3152,0.3413,0.1817
50238-3,Hs 578T,10142-101-1,Trametinib,1.11,uM,LJP5,1,P21,72,hr,765,1018,3140,0.3242,0.1505
50238-3,Hs 578T,10142-101-1,Trametinib,1.11,uM,LJP5,2,P21,72,hr,765,927,3151,0.2941,0.0986
50238-3,Hs 578T,10142-101-1,Trametinib,1.11,uM,LJP5,3,P21,72,hr,765,980,3152,0.3109,0.1289
50238-3,Hs 578T,10142-101-1,Trametinib,3.33,uM,LJP5,1,P20,72,hr,765,1007,3140,0.3207,0.1444
50238-3,Hs 578T,10142-101-1,Trametinib,3.33,uM,LJP5,2,P20,72,hr,765,958,3151,0.3040,0.1164
50238-3,Hs 578T,10142-101-1,Trametinib,3.33,uM,LJP5,3,P20,72,hr,765,1040,3152,0.3299,0.1622
50238-3,Hs 578T,10142-101-1,Trametinib,10,uM,LJP5,1,P19,72,hr,765,981,3140,0.3124,0.1298
50238-3,Hs 578T,10142-101-1,Trametinib,10,uM,LJP5,2,P19,72,hr,765,1009,3151,0.3202,0.1451
50238-3,Hs 578T,10142-101-1,Trametinib,10,uM,LJP5,3,P19,72,hr,765,1010,3152,0.3204,0.1457
50238-3,Hs 578T,10146-101-1,Omipalisib,0.04,uM,LJP6,1,N06,72,hr,765,910,3143,0.2895,0.0888
50238-3,Hs 578T,10146-101-1,Omipalisib,0.04,uM,LJP6,2,N06,72,hr,765,1016,3095,0.3282,0.1511
50238-3,Hs 578T,10146-101-1,Omipalisib,0.04,uM,LJP6,3,N06,72,hr,765,1019,3066,0.3324,0.1539
50238-3,Hs 578T,10146-101-1,Omipalisib,0.12,uM,LJP6,1,N05,72,hr,765,577,3143,0.1835,-0.1292
50238-3,Hs 578T,10146-101-1,Omipalisib,0.12,uM,LJP6,2,N05,72,hr,765,818,3095,0.2642,0.0337
50238-3,Hs 578T,10146-101-1,Omipalisib,0.12,uM,LJP6,3,N05,72,hr,765,766,3066,0.2498,0.0006
50238-3,Hs 578T,10146-101-1,Omipalisib,0.37,uM,LJP6,1,N04,72,hr,765,557,3143,0.1772,-0.1442
50238-3,Hs 578T,10146-101-1,Omipalisib,0.37,uM,LJP6,2,N04,72,hr,765,578,3095,0.1867,-0.1298
50238-3,Hs 578T,10146-101-1,Omipalisib,0.37,uM,LJP6,3,N04,72,hr,765,586,3066,0.1911,-0.1247
50238-3,Hs 578T,10146-101-1,Omipalisib,1.11,uM,LJP6,1,N03,72,hr,765,390,3143,0.1241,-0.2814
50238-3,Hs 578T,10146-101-1,Omipalisib,1.11,uM,LJP6,2,N03,72,hr,765,520,3095,0.1680,-0.1743
50238-3,Hs 578T,10146-101-1,Omipalisib,1.11,uM,LJP6,3,N03,72,hr,765,500,3066,0.1631,-0.1913
50238-3,Hs 578T,10146-101-1,Omipalisib,3.33,uM,LJP6,1,N02,72,hr,765,352,3143,0.1120,-0.3167
50238-3,Hs 578T,10146-101-1,Omipalisib,3.33,uM,LJP6,2,N02,72,hr,765,404,3095,0.1305,-0.2714
50238-3,Hs 578T,10146-101-1,Omipalisib,3.33,uM,LJP6,3,N02,72,hr,765,460,3066,0.1500,-0.2243
50238-3,Hs 578T,10146-101-1,Omipalisib,10,uM,LJP6,1,N01,72,hr,765,282,3143,0.0897,-0.3871
50238-3,Hs 578T,10146-101-1,Omipalisib,10,uM,LJP6,2,N01,72,hr,765,376,3095,0.1215,-0.2969
50238-3,Hs 578T,10146-101-1,Omipalisib,10,uM,LJP6,3,N01,72,hr,765,417,3066,0.1360,-0.2614
50238-3,Hs 578T,10147-101-1,Buparlisib,0.04,uM,LJP5,1,H06,72,hr,765,2941,3140,0.9365,0.9366
50238-3,Hs 578T,10147-101-1,Buparlisib,0.04,uM,LJP5,2,H06,72,hr,765,2959,3151,0.9389,0.9392
50238-3,Hs 578T,10147-101-1,Buparlisib,0.04,uM,LJP5,3,H06,72,hr,765,2974,3152,0.9434,0.9438
