Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration,Small Mol Conc Unit,LJP Library Plate,Replicate,Assay Well,Timepoint,Timepoint Unit,Total Cell Count Before Treatment,Total Cell Count After Treatment,Total Control Cell Count,Relative Cell Count,Normalized Growth Rate Inhibition Value
50029-3,MCF7,10068-101-1,Vemurafenib,1.11,uM,LJP5,3,C15,72,hr,1389,6261,6038,1.0368,1.0344
50029-3,MCF7,10068-101-1,Vemurafenib,3.33,uM,LJP5,1,C14,72,hr,1389,6170,5772,1.0689,1.0659
50029-3,MCF7,10068-101-1,Vemurafenib,3.33,uM,LJP5,3,C14,72,hr,1389,5685,6038,0.9415,0.9439
50029-3,MCF7,10068-101-1,Vemurafenib,10,uM,LJP5,1,C13,72,hr,1389,5571,5772,0.9651,0.9657
50029-3,MCF7,10068-101-1,Vemurafenib,10,uM,LJP5,3,C13,72,hr,1389,5666,6038,0.9383,0.9408
50029-3,MCF7,10069-101-1,Enzastaurin,0.04,uM,LJP5,1,D18,72,hr,1389,5951,5772,1.0309,1.0299
50029-3,MCF7,10069-101-1,Enzastaurin,0.04,uM,LJP5,3,D18,72,hr,1389,6328,6038,1.0479,1.0447
50029-3,MCF7,10069-101-1,Enzastaurin,0.12,uM,LJP5,1,D17,72,hr,1389,5937,5772,1.0285,1.0275
50029-3,MCF7,10069-101-1,Enzastaurin,0.12,uM,LJP5,3,D17,72,hr,1389,5791,6038,0.9590,0.9609
50029-3,MCF7,10069-101-1,Enzastaurin,0.37,uM,LJP5,1,D16,72,hr,1389,5794,5772,1.0037,1.0036
50029-3,MCF7,10069-101-1,Enzastaurin,0.37,uM,LJP5,3,D16,72,hr,1389,6456,6038,1.0691,1.0641
50029-3,MCF7,10069-101-1,Enzastaurin,1.11,uM,LJP5,1,D15,72,hr,1389,5556,5772,0.9625,0.9631
50029-3,MCF7,10069-101-1,Enzastaurin,1.11,uM,LJP5,3,D15,72,hr,1389,6129,6038,1.0150,1.0141
50029-3,MCF7,10069-101-1,Enzastaurin,3.33,uM,LJP5,1,D14,72,hr,1389,5661,5772,0.9807,0.9811
50029-3,MCF7,10069-101-1,Enzastaurin,3.33,uM,LJP5,3,D14,72,hr,1389,6480,6038,1.0731,1.0677
50029-3,MCF7,10069-101-1,Enzastaurin,10,uM,LJP5,1,D13,72,hr,1389,5951,5772,1.0309,1.0299
50029-3,MCF7,10069-101-1,Enzastaurin,10,uM,LJP5,3,D13,72,hr,1389,6194,6038,1.0258,1.0241
50029-3,MCF7,10071-101-1,Palbociclib,0.04,uM,LJP6,1,E18,72,hr,1389,3883,5147,0.7544,0.7229
50029-3,MCF7,10071-101-1,Palbociclib,0.04,uM,LJP6,2,E18,72,hr,1389,4785,5447,0.8783,0.8726
50029-3,MCF7,10071-101-1,Palbociclib,0.04,uM,LJP6,3,E18,72,hr,1389,4534,5740,0.7898,0.7823
50029-3,MCF7,10071-101-1,Palbociclib,0.12,uM,LJP6,1,E17,72,hr,1389,3594,5147,0.6983,0.6538
50029-3,MCF7,10071-101-1,Palbociclib,0.12,uM,LJP6,2,E17,72,hr,1389,4010,5447,0.7361,0.7121
50029-3,MCF7,10071-101-1,Palbociclib,0.12,uM,LJP6,3,E17,72,hr,1389,4251,5740,0.7405,0.7270
50029-3,MCF7,10071-101-1,Palbociclib,0.37,uM,LJP6,1,E16,72,hr,1389,3237,5147,0.6289,0.5647
50029-3,MCF7,10071-101-1,Palbociclib,0.37,uM,LJP6,2,E16,72,hr,1389,3781,5447,0.6940,0.6618
50029-3,MCF7,10071-101-1,Palbociclib,0.37,uM,LJP6,3,E16,72,hr,1389,3878,5740,0.6756,0.6513
50029-3,MCF7,10071-101-1,Palbociclib,1.11,uM,LJP6,1,E15,72,hr,1389,2903,5147,0.5640,0.4771
50029-3,MCF7,10071-101-1,Palbociclib,1.11,uM,LJP6,2,E15,72,hr,1389,3181,5447,0.5839,0.5223
50029-3,MCF7,10071-101-1,Palbociclib,1.11,uM,LJP6,3,E15,72,hr,1389,3092,5740,0.5386,0.4783
50029-3,MCF7,10071-101-1,Palbociclib,3.33,uM,LJP6,1,E14,72,hr,1389,2434,5147,0.4729,0.3456
50029-3,MCF7,10071-101-1,Palbociclib,3.33,uM,LJP6,2,E14,72,hr,1389,2732,5447,0.5015,0.4093
50029-3,MCF7,10071-101-1,Palbociclib,3.33,uM,LJP6,3,E14,72,hr,1389,2733,5740,0.4761,0.3918
50029-3,MCF7,10071-101-1,Palbociclib,10,uM,LJP6,1,E13,72,hr,1389,2110,5147,0.4099,0.2476
50029-3,MCF7,10071-101-1,Palbociclib,10,uM,LJP6,2,E13,72,hr,1389,2483,5447,0.4558,0.3426
50029-3,MCF7,10071-101-1,Palbociclib,10,uM,LJP6,3,E13,72,hr,1389,2478,5740,0.4317,0.3268
50029-3,MCF7,10072-101-1,PF562271,0.04,uM,LJP6,1,F18,72,hr,1389,4339,5147,0.8430,0.8272
50029-3,MCF7,10072-101-1,PF562271,0.04,uM,LJP6,2,F18,72,hr,1389,4860,5447,0.8921,0.8875
50029-3,MCF7,10072-101-1,PF562271,0.04,uM,LJP6,3,F18,72,hr,1389,4968,5740,0.8654,0.8637
50029-3,MCF7,10072-101-1,PF562271,0.12,uM,LJP6,1,F17,72,hr,1389,4108,5147,0.7981,0.7750
50029-3,MCF7,10072-101-1,PF562271,0.12,uM,LJP6,2,F17,72,hr,1389,4547,5447,0.8346,0.8248
50029-3,MCF7,10072-101-1,PF562271,0.12,uM,LJP6,3,F17,72,hr,1389,4537,5740,0.7904,0.7829
50029-3,MCF7,10072-101-1,PF562271,0.37,uM,LJP6,1,F16,72,hr,1389,3372,5147,0.6551,0.5989
50029-3,MCF7,10072-101-1,PF562271,0.37,uM,LJP6,2,F16,72,hr,1389,3400,5447,0.6241,0.5746
50029-3,MCF7,10072-101-1,PF562271,0.37,uM,LJP6,3,F16,72,hr,1389,3811,5740,0.6639,0.6373
50029-3,MCF7,10072-101-1,PF562271,1.11,uM,LJP6,1,F15,72,hr,1389,2234,5147,0.4340,0.2859
50029-3,MCF7,10072-101-1,PF562271,1.11,uM,LJP6,2,F15,72,hr,1389,2560,5447,0.4699,0.3636
50029-3,MCF7,10072-101-1,PF562271,1.11,uM,LJP6,3,F15,72,hr,1389,2716,5740,0.4731,0.3876
50029-3,MCF7,10072-101-1,PF562271,3.33,uM,LJP6,1,F14,72,hr,1389,1191,5147,0.2314,-0.0782
50029-3,MCF7,10072-101-1,PF562271,3.33,uM,LJP6,2,F14,72,hr,1389,1239,5447,0.2274,-0.0563
50029-3,MCF7,10072-101-1,PF562271,3.33,uM,LJP6,3,F14,72,hr,1389,1271,5740,0.2214,-0.0425
50029-3,MCF7,10072-101-1,PF562271,10,uM,LJP6,1,F13,72,hr,1389,434,5147,0.0843,-0.4597
50029-3,MCF7,10072-101-1,PF562271,10,uM,LJP6,2,F13,72,hr,1389,530,5447,0.0973,-0.3866
50029-3,MCF7,10072-101-1,PF562271,10,uM,LJP6,3,F13,72,hr,1389,632,5740,0.1101,-0.3193
50029-3,MCF7,10073-101-1,PHA-793887,0.04,uM,LJP6,1,E24,72,hr,1389,2199,5147,0.4272,0.2752
50029-3,MCF7,10073-101-1,PHA-793887,0.04,uM,LJP6,2,E24,72,hr,1389,2378,5447,0.4365,0.3135
50029-3,MCF7,10073-101-1,PHA-793887,0.04,uM,LJP6,3,E24,72,hr,1389,2294,5740,0.3996,0.2777
50029-3,MCF7,10073-101-1,PHA-793887,0.12,uM,LJP6,1,E23,72,hr,1389,2086,5147,0.4053,0.2401
50029-3,MCF7,10073-101-1,PHA-793887,0.12,uM,LJP6,2,E23,72,hr,1389,2155,5447,0.3956,0.2495
50029-3,MCF7,10073-101-1,PHA-793887,0.12,uM,LJP6,3,E23,72,hr,1389,2300,5740,0.4007,0.2793
50029-3,MCF7,10073-101-1,PHA-793887,0.37,uM,LJP6,1,E22,72,hr,1389,1633,5147,0.3173,0.0894
50029-3,MCF7,10073-101-1,PHA-793887,0.37,uM,LJP6,2,E22,72,hr,1389,1718,5447,0.3154,0.1138
50029-3,MCF7,10073-101-1,PHA-793887,0.37,uM,LJP6,3,E22,72,hr,1389,1739,5740,0.3029,0.1160
50029-3,MCF7,10073-101-1,PHA-793887,1.11,uM,LJP6,1,E21,72,hr,1389,1405,5147,0.2730,0.0061
50029-3,MCF7,10073-101-1,PHA-793887,1.11,uM,LJP6,2,E21,72,hr,1389,1536,5447,0.2819,0.0523
50029-3,MCF7,10073-101-1,PHA-793887,1.11,uM,LJP6,3,E21,72,hr,1389,1580,5740,0.2752,0.0649
50029-3,MCF7,10073-101-1,PHA-793887,3.33,uM,LJP6,1,E20,72,hr,1389,1242,5147,0.2413,-0.0575
50029-3,MCF7,10073-101-1,PHA-793887,3.33,uM,LJP6,2,E20,72,hr,1389,1293,5447,0.2373,-0.0357
50029-3,MCF7,10073-101-1,PHA-793887,3.33,uM,LJP6,3,E20,72,hr,1389,1536,5740,0.2676,0.0503
50029-3,MCF7,10073-101-1,PHA-793887,10,uM,LJP6,1,E19,72,hr,1389,591,5147,0.1148,-0.3638
50029-3,MCF7,10073-101-1,PHA-793887,10,uM,LJP6,2,E19,72,hr,1389,516,5447,0.0947,-0.3949
50029-3,MCF7,10073-101-1,PHA-793887,10,uM,LJP6,3,E19,72,hr,1389,628,5740,0.1094,-0.3215
50029-3,MCF7,10075-101-1,QL-X-138,0.04,uM,LJP6,1,F24,72,hr,1389,3146,5147,0.6112,0.5413
50029-3,MCF7,10075-101-1,QL-X-138,0.04,uM,LJP6,2,F24,72,hr,1389,3658,5447,0.6715,0.6341
50029-3,MCF7,10075-101-1,QL-X-138,0.04,uM,LJP6,3,F24,72,hr,1389,3358,5740,0.5850,0.5391
50029-3,MCF7,10075-101-1,QL-X-138,0.12,uM,LJP6,1,F23,72,hr,1389,3280,5147,0.6373,0.5757
50029-3,MCF7,10075-101-1,QL-X-138,0.12,uM,LJP6,2,F23,72,hr,1389,3273,5447,0.6008,0.5445
50029-3,MCF7,10075-101-1,QL-X-138,0.12,uM,LJP6,3,F23,72,hr,1389,3391,5740,0.5907,0.5465
50029-3,MCF7,10075-101-1,QL-X-138,0.37,uM,LJP6,1,F22,72,hr,1389,2474,5147,0.4807,0.3573
50029-3,MCF7,10075-101-1,QL-X-138,0.37,uM,LJP6,2,F22,72,hr,1389,2805,5447,0.5149,0.4283
50029-3,MCF7,10075-101-1,QL-X-138,0.37,uM,LJP6,3,F22,72,hr,1389,2912,5740,0.5073,0.4356
50029-3,MCF7,10075-101-1,QL-X-138,1.11,uM,LJP6,1,F21,72,hr,1389,2125,5147,0.4129,0.2523
50029-3,MCF7,10075-101-1,QL-X-138,1.11,uM,LJP6,2,F21,72,hr,1389,2204,5447,0.4046,0.2638
50029-3,MCF7,10075-101-1,QL-X-138,1.11,uM,LJP6,3,F21,72,hr,1389,2858,5740,0.4979,0.4226
50029-3,MCF7,10075-101-1,QL-X-138,3.33,uM,LJP6,1,F20,72,hr,1389,1820,5147,0.3536,0.1537
50029-3,MCF7,10075-101-1,QL-X-138,3.33,uM,LJP6,2,F20,72,hr,1389,2012,5447,0.3693,0.2067
50029-3,MCF7,10075-101-1,QL-X-138,3.33,uM,LJP6,3,F20,72,hr,1389,2280,5740,0.3972,0.2739
50029-3,MCF7,10075-101-1,QL-X-138,10,uM,LJP6,1,F19,72,hr,1389,1094,5147,0.2126,-0.1187
50029-3,MCF7,10075-101-1,QL-X-138,10,uM,LJP6,2,F19,72,hr,1389,1158,5447,0.2126,-0.0881
50029-3,MCF7,10075-101-1,QL-X-138,10,uM,LJP6,3,F19,72,hr,1389,1152,5740,0.2007,-0.0874
50029-3,MCF7,10077-101-1,QL-XII-47,0.04,uM,LJP6,1,O24,72,hr,1389,2934,5147,0.5700,0.4854
50029-3,MCF7,10077-101-1,QL-XII-47,0.04,uM,LJP6,2,O24,72,hr,1389,4352,5447,0.7988,0.7847
50029-3,MCF7,10077-101-1,QL-XII-47,0.04,uM,LJP6,3,O24,72,hr,1389,4893,5740,0.8524,0.8499
50029-3,MCF7,10077-101-1,QL-XII-47,0.12,uM,LJP6,1,O23,72,hr,1389,2911,5147,0.5656,0.4793
50029-3,MCF7,10077-101-1,QL-XII-47,0.12,uM,LJP6,2,O23,72,hr,1389,4519,5447,0.8295,0.8191
50029-3,MCF7,10077-101-1,QL-XII-47,0.12,uM,LJP6,3,O23,72,hr,1389,3741,5740,0.6517,0.6225
50029-3,MCF7,10077-101-1,QL-XII-47,0.37,uM,LJP6,1,O22,72,hr,1389,1581,5147,0.3072,0.0709
50029-3,MCF7,10077-101-1,QL-XII-47,0.37,uM,LJP6,2,O22,72,hr,1389,1803,5447,0.3310,0.1414
50029-3,MCF7,10077-101-1,QL-XII-47,0.37,uM,LJP6,3,O22,72,hr,1389,1802,5740,0.3139,0.1356
50029-3,MCF7,10077-101-1,QL-XII-47,1.11,uM,LJP6,1,O21,72,hr,1389,1127,5147,0.2190,-0.1047
50029-3,MCF7,10077-101-1,QL-XII-47,1.11,uM,LJP6,2,O21,72,hr,1389,1381,5447,0.2535,-0.0029
50029-3,MCF7,10077-101-1,QL-XII-47,1.11,uM,LJP6,3,O21,72,hr,1389,1263,5740,0.2200,-0.0454
50029-3,MCF7,10077-101-1,QL-XII-47,3.33,uM,LJP6,1,O20,72,hr,1389,961,5147,0.1867,-0.1771
50029-3,MCF7,10077-101-1,QL-XII-47,3.33,uM,LJP6,2,O20,72,hr,1389,1254,5447,0.2302,-0.0506
50029-3,MCF7,10077-101-1,QL-XII-47,3.33,uM,LJP6,3,O20,72,hr,1389,1153,5740,0.2009,-0.0870
50029-3,MCF7,10077-101-1,QL-XII-47,10,uM,LJP6,1,O19,72,hr,1389,895,5147,0.1739,-0.2075
50029-3,MCF7,10077-101-1,QL-XII-47,10,uM,LJP6,2,O19,72,hr,1389,1074,5447,0.1971,-0.1223
50029-3,MCF7,10077-101-1,QL-XII-47,10,uM,LJP6,3,O19,72,hr,1389,1255,5740,0.2186,-0.0484
50029-3,MCF7,10079-101-1,Torin1,0.04,uM,LJP6,1,O18,72,hr,1389,1824,5147,0.3544,0.1551
50029-3,MCF7,10079-101-1,Torin1,0.04,uM,LJP6,2,O18,72,hr,1389,1873,5447,0.3438,0.1637
50029-3,MCF7,10079-101-1,Torin1,0.04,uM,LJP6,3,O18,72,hr,1389,1950,5740,0.3397,0.1802
50029-3,MCF7,10079-101-1,Torin1,0.12,uM,LJP6,1,O17,72,hr,1389,1726,5147,0.3353,0.1218
50029-3,MCF7,10079-101-1,Torin1,0.12,uM,LJP6,2,O17,72,hr,1389,1763,5447,0.3236,0.1285
50029-3,MCF7,10079-101-1,Torin1,0.12,uM,LJP6,3,O17,72,hr,1389,1923,5740,0.3350,0.1722
50029-3,MCF7,10079-101-1,Torin1,0.37,uM,LJP6,1,O16,72,hr,1389,1591,5147,0.3091,0.0745
50029-3,MCF7,10079-101-1,Torin1,0.37,uM,LJP6,2,O16,72,hr,1389,1713,5447,0.3144,0.1122
50029-3,MCF7,10079-101-1,Torin1,0.37,uM,LJP6,3,O16,72,hr,1389,1960,5740,0.3414,0.1832
50029-3,MCF7,10079-101-1,Torin1,1.11,uM,LJP6,1,O15,72,hr,1389,1526,5147,0.2965,0.0510
50029-3,MCF7,10079-101-1,Torin1,1.11,uM,LJP6,2,O15,72,hr,1389,1671,5447,0.3067,0.0983
50029-3,MCF7,10079-101-1,Torin1,1.11,uM,LJP6,3,O15,72,hr,1389,1512,5740,0.2634,0.0423
50029-3,MCF7,10079-101-1,Torin1,3.33,uM,LJP6,1,O14,72,hr,1389,1415,5147,0.2749,0.0098
50029-3,MCF7,10079-101-1,Torin1,3.33,uM,LJP6,2,O14,72,hr,1389,1499,5447,0.2752,0.0394
50029-3,MCF7,10079-101-1,Torin1,3.33,uM,LJP6,3,O14,72,hr,1389,1463,5740,0.2549,0.0257
50029-3,MCF7,10079-101-1,Torin1,10,uM,LJP6,1,O13,72,hr,1389,1202,5147,0.2335,-0.0737
50029-3,MCF7,10079-101-1,Torin1,10,uM,LJP6,2,O13,72,hr,1389,1199,5447,0.2201,-0.0719
50029-3,MCF7,10079-101-1,Torin1,10,uM,LJP6,3,O13,72,hr,1389,1370,5740,0.2387,-0.0067
50029-3,MCF7,10080-101-1,Torin2,0.04,uM,LJP5,1,I24,72,hr,1389,1365,5772,0.2365,-0.0085
50029-3,MCF7,10080-101-1,Torin2,0.04,uM,LJP5,3,I24,72,hr,1389,1622,6038,0.2686,0.0759
50029-3,MCF7,10080-101-1,Torin2,0.12,uM,LJP5,1,I23,72,hr,1389,1572,5772,0.2723,0.0621
50029-3,MCF7,10080-101-1,Torin2,0.12,uM,LJP5,3,I23,72,hr,1389,1711,6038,0.2834,0.1033
50029-3,MCF7,10080-101-1,Torin2,0.37,uM,LJP5,1,I22,72,hr,1389,1365,5772,0.2365,-0.0085
50029-3,MCF7,10080-101-1,Torin2,0.37,uM,LJP5,3,I22,72,hr,1389,1552,6038,0.2570,0.0537
50029-3,MCF7,10080-101-1,Torin2,1.11,uM,LJP5,1,I21,72,hr,1389,1256,5772,0.2176,-0.0478
50029-3,MCF7,10080-101-1,Torin2,1.11,uM,LJP5,3,I21,72,hr,1389,1449,6038,0.2400,0.0201
50029-3,MCF7,10080-101-1,Torin2,3.33,uM,LJP5,1,I20,72,hr,1389,1235,5772,0.2140,-0.0556
50029-3,MCF7,10080-101-1,Torin2,3.33,uM,LJP5,3,I20,72,hr,1389,1409,6038,0.2333,0.0067
50029-3,MCF7,10080-101-1,Torin2,10,uM,LJP5,1,I19,72,hr,1389,1120,5772,0.1940,-0.0995
50029-3,MCF7,10080-101-1,Torin2,10,uM,LJP5,3,I19,72,hr,1389,1124,6038,0.1861,-0.0950
50029-3,MCF7,10082-101-1,WZ-4-145,0.04,uM,LJP6,1,J24,72,hr,1389,3716,5147,0.7220,0.6833
50029-3,MCF7,10082-101-1,WZ-4-145,0.04,uM,LJP6,2,J24,72,hr,1389,3726,5447,0.6839,0.6495
50029-3,MCF7,10082-101-1,WZ-4-145,0.04,uM,LJP6,3,J24,72,hr,1389,4359,5740,0.7593,0.7483
50029-3,MCF7,10082-101-1,WZ-4-145,0.12,uM,LJP6,1,J23,72,hr,1389,3711,5147,0.7210,0.6821
50029-3,MCF7,10082-101-1,WZ-4-145,0.12,uM,LJP6,2,J23,72,hr,1389,4440,5447,0.8150,0.8029
50029-3,MCF7,10082-101-1,WZ-4-145,0.12,uM,LJP6,3,J23,72,hr,1389,4556,5740,0.7937,0.7865
50029-3,MCF7,10082-101-1,WZ-4-145,0.37,uM,LJP6,1,J22,72,hr,1389,3501,5147,0.6802,0.6310
50029-3,MCF7,10082-101-1,WZ-4-145,0.37,uM,LJP6,2,J22,72,hr,1389,3610,5447,0.6626,0.6232
50029-3,MCF7,10082-101-1,WZ-4-145,0.37,uM,LJP6,3,J22,72,hr,1389,4272,5740,0.7442,0.7312
50029-3,MCF7,10082-101-1,WZ-4-145,1.11,uM,LJP6,1,J21,72,hr,1389,2803,5147,0.5446,0.4500
50029-3,MCF7,10082-101-1,WZ-4-145,1.11,uM,LJP6,2,J21,72,hr,1389,2952,5447,0.5419,0.4657
50029-3,MCF7,10082-101-1,WZ-4-145,1.11,uM,LJP6,3,J21,72,hr,1389,2901,5740,0.5054,0.4330
50029-3,MCF7,10082-101-1,WZ-4-145,3.33,uM,LJP6,1,J20,72,hr,1389,2614,5147,0.5079,0.3974
50029-3,MCF7,10082-101-1,WZ-4-145,3.33,uM,LJP6,2,J20,72,hr,1389,2565,5447,0.4708,0.3649
50029-3,MCF7,10082-101-1,WZ-4-145,3.33,uM,LJP6,3,J20,72,hr,1389,2808,5740,0.4892,0.4103
50029-3,MCF7,10082-101-1,WZ-4-145,10,uM,LJP6,1,J19,72,hr,1389,561,5147,0.1090,-0.3811
50029-3,MCF7,10082-101-1,WZ-4-145,10,uM,LJP6,2,J19,72,hr,1389,542,5447,0.0995,-0.3796
50029-3,MCF7,10082-101-1,WZ-4-145,10,uM,LJP6,3,J19,72,hr,1389,635,5740,0.1106,-0.3178
50029-3,MCF7,10084-101-1,WZ3105,0.04,uM,LJP5,1,D24,72,hr,1389,435,5772,0.0754,-0.4316
50029-3,MCF7,10084-101-1,WZ3105,0.04,uM,LJP5,3,D24,72,hr,1389,653,6038,0.1081,-0.2996
50029-3,MCF7,10084-101-1,WZ3105,0.12,uM,LJP5,1,D23,72,hr,1389,482,5772,0.0835,-0.4025
50029-3,MCF7,10084-101-1,WZ3105,0.12,uM,LJP5,3,D23,72,hr,1389,489,6038,0.0810,-0.3889
50029-3,MCF7,10084-101-1,WZ3105,0.37,uM,LJP5,1,D22,72,hr,1389,513,5772,0.0889,-0.3841
50029-3,MCF7,10084-101-1,WZ3105,0.37,uM,LJP5,3,D22,72,hr,1389,493,6038,0.0816,-0.3865
50029-3,MCF7,10084-101-1,WZ3105,1.11,uM,LJP5,1,D21,72,hr,1389,531,5772,0.0920,-0.3737
50029-3,MCF7,10084-101-1,WZ3105,1.11,uM,LJP5,3,D21,72,hr,1389,623,6038,0.1032,-0.3149
50029-3,MCF7,10084-101-1,WZ3105,3.33,uM,LJP5,1,D20,72,hr,1389,579,5772,0.1003,-0.3468
50029-3,MCF7,10084-101-1,WZ3105,3.33,uM,LJP5,3,D20,72,hr,1389,650,6038,0.1076,-0.3011
50029-3,MCF7,10084-101-1,WZ3105,10,uM,LJP5,1,D19,72,hr,1389,649,5772,0.1124,-0.3095
50029-3,MCF7,10084-101-1,WZ3105,10,uM,LJP5,3,D19,72,hr,1389,476,6038,0.0788,-0.3966
50029-3,MCF7,10086-101-1,XMD11-50,0.04,uM,LJP6,1,P12,72,hr,1389,3271,5147,0.6355,0.5734
50029-3,MCF7,10086-101-1,XMD11-50,0.04,uM,LJP6,2,P12,72,hr,1389,5042,5447,0.9255,0.9230
50029-3,MCF7,10086-101-1,XMD11-50,0.04,uM,LJP6,3,P12,72,hr,1389,5841,5740,1.0175,1.0170
50029-3,MCF7,10086-101-1,XMD11-50,0.12,uM,LJP6,1,P11,72,hr,1389,3337,5147,0.6483,0.5901
50029-3,MCF7,10086-101-1,XMD11-50,0.12,uM,LJP6,2,P11,72,hr,1389,4904,5447,0.9002,0.8961
50029-3,MCF7,10086-101-1,XMD11-50,0.12,uM,LJP6,3,P11,72,hr,1389,5248,5740,0.9142,0.9143
50029-3,MCF7,10086-101-1,XMD11-50,0.37,uM,LJP6,1,P10,72,hr,1389,2687,5147,0.5220,0.4179
50029-3,MCF7,10086-101-1,XMD11-50,0.37,uM,LJP6,2,P10,72,hr,1389,4122,5447,0.7566,0.7362
50029-3,MCF7,10086-101-1,XMD11-50,0.37,uM,LJP6,3,P10,72,hr,1389,4151,5740,0.7231,0.7071
50029-3,MCF7,10086-101-1,XMD11-50,1.11,uM,LJP6,1,P09,72,hr,1389,1911,5147,0.3713,0.1839
50029-3,MCF7,10086-101-1,XMD11-50,1.11,uM,LJP6,2,P09,72,hr,1389,2944,5447,0.5404,0.4637
50029-3,MCF7,10086-101-1,XMD11-50,1.11,uM,LJP6,3,P09,72,hr,1389,2869,5740,0.4998,0.4252
50029-3,MCF7,10086-101-1,XMD11-50,3.33,uM,LJP6,1,P08,72,hr,1389,1602,5147,0.3112,0.0784
50029-3,MCF7,10086-101-1,XMD11-50,3.33,uM,LJP6,2,P08,72,hr,1389,2217,5447,0.4069,0.2676
50029-3,MCF7,10086-101-1,XMD11-50,3.33,uM,LJP6,3,P08,72,hr,1389,2248,5740,0.3916,0.2651
50029-3,MCF7,10086-101-1,XMD11-50,10,uM,LJP6,1,P07,72,hr,1389,1111,5147,0.2159,-0.1115
50029-3,MCF7,10086-101-1,XMD11-50,10,uM,LJP6,2,P07,72,hr,1389,1574,5447,0.2889,0.0654
50029-3,MCF7,10086-101-1,XMD11-50,10,uM,LJP6,3,P07,72,hr,1389,1759,5740,0.3064,0.1223
50029-3,MCF7,10087-101-1,XMD11-85h,0.04,uM,LJP6,1,P24,72,hr,1389,3116,5147,0.6054,0.5335
50029-3,MCF7,10087-101-1,XMD11-85h,0.04,uM,LJP6,2,P24,72,hr,1389,4033,5447,0.7403,0.7171
50029-3,MCF7,10087-101-1,XMD11-85h,0.04,uM,LJP6,3,P24,72,hr,1389,4594,5740,0.8003,0.7938
50029-3,MCF7,10087-101-1,XMD11-85h,0.12,uM,LJP6,1,P23,72,hr,1389,3172,5147,0.6163,0.5480
50029-3,MCF7,10087-101-1,XMD11-85h,0.12,uM,LJP6,2,P23,72,hr,1389,5280,5447,0.9692,0.9685
50029-3,MCF7,10087-101-1,XMD11-85h,0.12,uM,LJP6,3,P23,72,hr,1389,4899,5740,0.8534,0.8510
50029-3,MCF7,10087-101-1,XMD11-85h,0.37,uM,LJP6,1,P22,72,hr,1389,3264,5147,0.6342,0.5716
50029-3,MCF7,10087-101-1,XMD11-85h,0.37,uM,LJP6,2,P22,72,hr,1389,5035,5447,0.9242,0.9216
50029-3,MCF7,10087-101-1,XMD11-85h,0.37,uM,LJP6,3,P22,72,hr,1389,4940,5740,0.8606,0.8585
50029-3,MCF7,10087-101-1,XMD11-85h,1.11,uM,LJP6,1,P21,72,hr,1389,3100,5147,0.6023,0.5293
50029-3,MCF7,10087-101-1,XMD11-85h,1.11,uM,LJP6,2,P21,72,hr,1389,5277,5447,0.9686,0.9679
50029-3,MCF7,10087-101-1,XMD11-85h,1.11,uM,LJP6,3,P21,72,hr,1389,4930,5740,0.8588,0.8567
50029-3,MCF7,10087-101-1,XMD11-85h,3.33,uM,LJP6,1,P20,72,hr,1389,2750,5147,0.5343,0.4354
50029-3,MCF7,10087-101-1,XMD11-85h,3.33,uM,LJP6,2,P20,72,hr,1389,4980,5447,0.9141,0.9109
50029-3,MCF7,10087-101-1,XMD11-85h,3.33,uM,LJP6,3,P20,72,hr,1389,4705,5740,0.8196,0.8148
50029-3,MCF7,10087-101-1,XMD11-85h,10,uM,LJP6,1,P19,72,hr,1389,1518,5147,0.2949,0.0481
50029-3,MCF7,10087-101-1,XMD11-85h,10,uM,LJP6,2,P19,72,hr,1389,2823,5447,0.5182,0.4329
50029-3,MCF7,10087-101-1,XMD11-85h,10,uM,LJP6,3,P19,72,hr,1389,2954,5740,0.5146,0.4457
50029-3,MCF7,10091-101-1,XMD16-144,0.04,uM,LJP5,1,M12,72,hr,1389,2038,5772,0.3531,0.2051
50029-3,MCF7,10091-101-1,XMD16-144,0.04,uM,LJP5,3,M12,72,hr,1389,2114,6038,0.3501,0.2191
50029-3,MCF7,10091-101-1,XMD16-144,0.12,uM,LJP5,1,M11,72,hr,1389,1795,5772,0.3110,0.1329
50029-3,MCF7,10091-101-1,XMD16-144,0.12,uM,LJP5,3,M11,72,hr,1389,1739,6038,0.2880,0.1118
50029-3,MCF7,10091-101-1,XMD16-144,0.37,uM,LJP5,1,M10,72,hr,1389,1747,5772,0.3026,0.1180
50029-3,MCF7,10091-101-1,XMD16-144,0.37,uM,LJP5,3,M10,72,hr,1389,1861,6038,0.3082,0.1479
50029-3,MCF7,10091-101-1,XMD16-144,1.11,uM,LJP5,1,M09,72,hr,1389,1798,5772,0.3115,0.1338
50029-3,MCF7,10091-101-1,XMD16-144,1.11,uM,LJP5,3,M09,72,hr,1389,1811,6038,0.2999,0.1333
50029-3,MCF7,10091-101-1,XMD16-144,3.33,uM,LJP5,1,M08,72,hr,1389,1923,5772,0.3331,0.1715
50029-3,MCF7,10091-101-1,XMD16-144,3.33,uM,LJP5,3,M08,72,hr,1389,1797,6038,0.2976,0.1291
50029-3,MCF7,10091-101-1,XMD16-144,10,uM,LJP5,1,M07,72,hr,1389,598,5772,0.1036,-0.3364
