cell_line	drug	concentration	cell_count__time0	cell_count	cell_count__ctrl	log10_concentration	GR	rel_cell_count	ctrl_cell_doublings	experiment
Hs 578T	WZ3105	10	929	913	3237	1	-0.009600347331667147	0.28205128205128205	1.8009068638265202	Hs 578T WZ3105
Hs 578T	WZ3105	0.04	765	483	3148	-1.3979400086720375	-0.20174032791914842	0.153430749682338	2.040903887927472	Hs 578T WZ3105
Hs 578T	WZ3105	0.12	765	479	3148	-0.9208187539523752	-0.2049863729949769	0.15216010165184243	2.040903887927472	Hs 578T WZ3105
Hs 578T	WZ3105	0.37	765	447	3148	-0.431798275933005	-0.2314688254811933	0.141994917407878	2.040903887927472	Hs 578T WZ3105
Hs 578T	WZ3105	1.11	765	412	3148	0.045322978786657475	-0.2615668537490463	0.13087674714104194	2.040903887927472	Hs 578T WZ3105
Hs 578T	WZ3105	3.33	765	412	3148	0.5224442335063199	-0.2615668537490463	0.13087674714104194	2.040903887927472	Hs 578T WZ3105
Hs 578T	WZ3105	10	765	386	3148	1	-0.2847795536807317	0.12261753494282084	2.040903887927472	Hs 578T WZ3105
Hs 578T	WZ3105	0.04	658	454	3933	-1.3979400086720375	-0.13399943886100874	0.11543351131451818	2.579470697207669	Hs 578T WZ3105
Hs 578T	WZ3105	0.12	658	431	3933	-0.9208187539523752	-0.15127892005753818	0.10958555809814391	2.579470697207669	Hs 578T WZ3105
Hs 578T	WZ3105	0.37	658	485	3933	-0.431798275933005	-0.11153767723667396	0.12331553521484871	2.579470697207669	Hs 578T WZ3105
Hs 578T	WZ3105	1.11	658	506	3933	0.045322978786657475	-0.09681718669586048	0.1286549707602339	2.579470697207669	Hs 578T WZ3105
Hs 578T	WZ3105	3.33	658	469	3933	0.5224442335063199	-0.12301735762503041	0.11924739384693618	2.579470697207669	Hs 578T WZ3105
Hs 578T	WZ3105	10	658	454	3933	1	-0.13399943886100874	0.11543351131451818	2.579470697207669	Hs 578T WZ3105
Hs 578T	XL147	0.04	929	3301	3237	-1.3979400086720375	1.021861527991554	1.0197713932653691	1.8009068638265202	Hs 578T XL147
Hs 578T	XL147	0.12	929	3292	3237	-0.9208187539523752	1.0187987134431271	1.0169910410874266	1.8009068638265202	Hs 578T XL147
Hs 578T	XL147	0.37	929	3202	3237	-0.431798275933005	0.9879631607062929	0.9891875193080012	1.8009068638265202	Hs 578T XL147
Hs 578T	XL147	1.11	929	3216	3237	0.045322978786657475	0.9927848834753301	0.9935125115848007	1.8009068638265202	Hs 578T XL147
Hs 578T	XL147	3.33	929	3025	3237	0.5224442335063199	0.9261729053371992	0.9345072598084646	1.8009068638265202	Hs 578T XL147
Hs 578T	XL147	10	929	2805	3237	1	0.847082868997697	0.8665430954587581	1.8009068638265202	Hs 578T XL147
Hs 578T	XL147	0.04	765	3060	3148	-1.3979400086720375	0.9724079252843247	0.9720457433290979	2.040903887927472	Hs 578T XL147
Hs 578T	XL147	0.12	765	3068	3148	-0.9208187539523752	0.97493287939129325	0.974587039390089	2.040903887927472	Hs 578T XL147
Hs 578T	XL147	0.37	765	3091	3148	-0.431798275933005	0.9821734757244094	0.9818932655654383	2.040903887927472	Hs 578T XL147
Hs 578T	XL147	1.11	765	3041	3148	0.045322978786657475	0.96639763245478	0.966010165184244	2.040903887927472	Hs 578T XL147
Hs 578T	XL147	3.33	765	2876	3148	0.5224442335063199	0.9133761584246125	0.9135959339263025	2.040903887927472	Hs 578T XL147
Hs 578T	XL147	10	765	2579	3148	1	0.8138691686200719	0.8192503176620076	2.040903887927472	Hs 578T XL147
Hs 578T	XL147	0.04	658	3992	3933	-1.3979400086720375	1.0115782848979706	1.0150012712941774	2.579470697207669	Hs 578T XL147
Hs 578T	XL147	0.12	658	3947	3933	-0.9208187539523752	1.0027569623127564	1.0035596236969235	2.579470697207669	Hs 578T XL147
Hs 578T	XL147	0.37	658	3928	3933	-0.431798275933005	0.9990139144961157	0.9987287058225274	2.579470697207669	Hs 578T XL147
Hs 578T	XL147	1.11	658	3843	3933	0.045322978786657475	0.9821315147989362	0.977116704805492	2.579470697207669	Hs 578T XL147
Hs 578T	XL147	3.33	658	3861	3933	0.5224442335063199	0.9857255499708866	0.9816933638443935	2.579470697207669	Hs 578T XL147
Hs 578T	XL147	10	658	3179	3933	1	0.8416018291891705	0.8082888380371218	2.579470697207669	Hs 578T XL147
Hs 578T	XMD11-50	0.04	929	3165	3216	-1.3979400086720375	0.9822338368674157	0.9841417910447762	1.7915169047962758	Hs 578T XMD11-50
Hs 578T	XMD11-50	0.12	929	3059	3216	-0.9208187539523752	0.9448985219376729	0.951181592039801	1.7915169047962758	Hs 578T XMD11-50
Hs 578T	XMD11-50	0.37	929	2719	3216	-0.431798275933005	0.8211025748799123	0.8454601990049752	1.7915169047962758	Hs 578T XMD11-50
Hs 578T	XMD11-50	1.11	929	2327	3216	0.045322978786657475	0.6695286011074821	0.7235696517412935	1.7915169047962758	Hs 578T XMD11-50
Hs 578T	XMD11-50	3.33	929	1644	3216	0.5224442335063199	0.37520232494747097	0.5111940298507462	1.7915169047962758	Hs 578T XMD11-50
Hs 578T	XMD11-50	10	929	962	3216	1	0.019674936091461648	0.29912935323383083	1.7915169047962758	Hs 578T XMD11-50
Hs 578T	XMD11-50	0.04	765	3057	3101	-1.3979400086720375	0.9858952720735346	0.9858110287004193	2.0192018730326082	Hs 578T XMD11-50
Hs 578T	XMD11-50	0.12	765	2921	3101	-0.9208187539523752	0.9416384989816746	0.9419542083198968	2.0192018730326082	Hs 578T XMD11-50
Hs 578T	XMD11-50	0.37	765	2638	3101	-0.431798275933005	0.8460796060665219	0.8506933247339568	2.0192018730326082	Hs 578T XMD11-50
Hs 578T	XMD11-50	1.11	765	2104	3101	0.045322978786657475	0.650452226840359	0.6784908094163173	2.0192018730326082	Hs 578T XMD11-50
Hs 578T	XMD11-50	3.33	765	1520	3101	0.5224442335063199	0.40499013423839014	0.49016446307642697	2.0192018730326082	Hs 578T XMD11-50
Hs 578T	XMD11-50	10	765	548	3101	1	-0.15228777975208696	0.1767171880038697	2.0192018730326082	Hs 578T XMD11-50
Hs 578T	XMD11-50	0.04	658	3410	3761	-1.3979400086720375	0.9235861074376226	0.9066737569795267	2.5149568173050647	Hs 578T XMD11-50
Hs 578T	XMD11-50	0.12	658	3109	3761	-0.9208187539523752	0.854187467582626	0.8266418505716565	2.5149568173050647	Hs 578T XMD11-50
Hs 578T	XMD11-50	0.37	658	2800	3761	-0.431798275933005	0.7785935556063925	0.7444828503057698	2.5149568173050647	Hs 578T XMD11-50
Hs 578T	XMD11-50	1.11	658	2353	3761	0.045322978786657475	0.6597472679843768	0.6256314809890986	2.5149568173050647	Hs 578T XMD11-50
Hs 578T	XMD11-50	3.33	658	1683	3761	0.5224442335063199	0.45269035091477705	0.447487370380218	2.5149568173050647	Hs 578T XMD11-50
Hs 578T	XMD11-50	10	658	616	3761	1	-0.02588536036077993	0.16378622706726934	2.5149568173050647	Hs 578T XMD11-50
Hs 578T	XMD11-85h	0.04	929	3182	3216	-1.3979400086720375	0.9881698505458489	0.9894278606965174	1.7915169047962758	Hs 578T XMD11-85h
Hs 578T	XMD11-85h	0.12	929	3107	3216	-0.9208187539523752	0.9618747442237661	0.9661069651741293	1.7915169047962758	Hs 578T XMD11-85h
Hs 578T	XMD11-85h	0.37	929	3006	3216	-0.431798275933005	0.9260166339502474	0.9347014925373134	1.7915169047962758	Hs 578T XMD11-85h
Hs 578T	XMD11-85h	1.11	929	2949	3216	0.045322978786657475	0.9055447834296495	0.9169776119402985	1.7915169047962758	Hs 578T XMD11-85h
Hs 578T	XMD11-85h	3.33	929	2808	3216	0.5224442335063199	0.854138871072017	0.8731343283582089	1.7915169047962758	Hs 578T XMD11-85h
Hs 578T	XMD11-85h	10	929	1611	3216	1	0.359724923103935	0.5009328358208955	1.7915169047962758	Hs 578T XMD11-85h
Hs 578T	XMD11-85h	0.04	765	3051	3101	-1.3979400086720375	0.9839639811625114	0.9838761689777491	2.0192018730326082	Hs 578T XMD11-85h
Hs 578T	XMD11-85h	0.12	765	3132	3101	-0.9208187539523752	1.0098768524145676	1.0099967752337955	2.0192018730326082	Hs 578T XMD11-85h
Hs 578T	XMD11-85h	0.37	765	2984	3101	-0.431798275933005	0.9622662822867256	0.9622702354079329	2.0192018730326082	Hs 578T XMD11-85h
Hs 578T	XMD11-85h	1.11	765	2861	3101	0.045322978786657475	0.9217831603362125	0.9226056110931957	2.0192018730326082	Hs 578T XMD11-85h
Hs 578T	XMD11-85h	3.33	765	2622	3101	0.5224442335063199	0.8405259091206154	0.8455336988068365	2.0192018730326082	Hs 578T XMD11-85h
Hs 578T	XMD11-85h	10	765	1235	3101	1	0.26769195116005484	0.3982586262495969	2.0192018730326082	Hs 578T XMD11-85h
Hs 578T	XMD11-85h	0.04	658	3506	3761	-1.3979400086720375	0.9449388964625449	0.9321988832757245	2.5149568173050647	Hs 578T XMD11-85h
Hs 578T	XMD11-85h	0.12	658	3392	3761	-0.9208187539523752	0.9195422941655615	0.9018877957989896	2.5149568173050647	Hs 578T XMD11-85h
Hs 578T	XMD11-85h	0.37	658	3316	3761	-0.431798275933005	0.902324354527265	0.881680404147833	2.5149568173050647	Hs 578T XMD11-85h
Hs 578T	XMD11-85h	1.11	658	3405	3761	0.045322978786657475	0.9224641183611275	0.9053443233182664	2.5149568173050647	Hs 578T XMD11-85h
Hs 578T	XMD11-85h	3.33	658	3049	3761	0.5224442335063199	0.8398755802879014	0.8106886466365328	2.5149568173050647	Hs 578T XMD11-85h
Hs 578T	XMD11-85h	10	658	1044	3761	1	0.20147002784178092	0.2775857484711513	2.5149568173050647	Hs 578T XMD11-85h
Hs 578T	XMD16-144	0.04	929	1812	3237	-1.3979400086720375	0.4491358395378555	0.5597775718257646	1.8009068638265202	Hs 578T XMD16-144
Hs 578T	XMD16-144	0.12	929	1375	3237	-0.9208187539523752	0.24324362625546514	0.42477602718566576	1.8009068638265202	Hs 578T XMD16-144
Hs 578T	XMD16-144	0.37	929	1400	3237	-0.431798275933005	0.2557450125906928	0.4324992276799506	1.8009068638265202	Hs 578T XMD16-144
Hs 578T	XMD16-144	1.11	929	1318	3237	0.045322978786657475	0.2143565660627309	0.4071671300586963	1.8009068638265202	Hs 578T XMD16-144
Hs 578T	XMD16-144	3.33	929	1009	3237	0.5224442335063199	0.04693753491170338	0.3117083719493358	1.8009068638265202	Hs 578T XMD16-144
Hs 578T	XMD16-144	10	929	832	3237	1	-0.05939666100146912	0.2570281124497992	1.8009068638265202	Hs 578T XMD16-144
Hs 578T	XMD16-144	0.04	765	1365	3148	-1.3979400086720375	0.32805361816967205	0.43360864040660735	2.040903887927472	Hs 578T XMD16-144
Hs 578T	XMD16-144	0.12	765	828	3148	-0.9208187539523752	0.039537209658319084	0.2630241423125794	2.040903887927472	Hs 578T XMD16-144
Hs 578T	XMD16-144	0.37	765	845	3148	-0.431798275933005	0.04994071209791251	0.2684243964421855	2.040903887927472	Hs 578T XMD16-144
Hs 578T	XMD16-144	1.11	765	821	3148	0.045322978786657475	0.03522177576819052	0.2608005082592122	2.040903887927472	Hs 578T XMD16-144
Hs 578T	XMD16-144	3.33	765	676	3148	0.5224442335063199	-0.058802192102306416	0.21473951715374842	2.040903887927472	Hs 578T XMD16-144
Hs 578T	XMD16-144	10	765	361	3148	1	-0.3078642493000776	0.11467598475222364	2.040903887927472	Hs 578T XMD16-144
Hs 578T	XMD16-144	0.04	658	797	3933	-1.3979400086720375	0.07712783928895561	0.20264429188914315	2.579470697207669	Hs 578T XMD16-144
Hs 578T	XMD16-144	0.12	658	770	3933	-0.9208187539523752	0.06283210926849914	0.19577930333079074	2.579470697207669	Hs 578T XMD16-144
Hs 578T	XMD16-144	0.37	658	778	3933	-0.431798275933005	0.06709945044088705	0.19781337401474702	2.579470697207669	Hs 578T XMD16-144
Hs 578T	XMD16-144	1.11	658	705	3933	0.045322978786657475	0.027107819506107633	0.17925247902364608	2.579470697207669	Hs 578T XMD16-144
Hs 578T	XMD16-144	3.33	658	605	3933	0.5224442335063199	-0.03203146718633121	0.15382659547419272	2.579470697207669	Hs 578T XMD16-144
Hs 578T	XMD16-144	10	658	484	3933	1	-0.11224830316424794	0.12306127637935418	2.579470697207669	Hs 578T XMD16-144
Hs 578T	Y39983	0.04	929	2906	3216	-1.3979400086720375	0.889985182801613	0.9036069651741293	1.7915169047962758	Hs 578T Y39983
Hs 578T	Y39983	0.12	929	2577	3216	-0.9208187539523752	0.7673866850424076	0.8013059701492538	1.7915169047962758	Hs 578T Y39983
Hs 578T	Y39983	0.37	929	2606	3216	-0.431798275933005	0.7784610563743832	0.8103233830845771	1.7915169047962758	Hs 578T Y39983
Hs 578T	Y39983	1.11	929	2493	3216	0.045322978786657475	0.7349944303751086	0.7751865671641791	1.7915169047962758	Hs 578T Y39983
Hs 578T	Y39983	3.33	929	2102	3216	0.5224442335063199	0.5774017262403484	0.6536069651741293	1.7915169047962758	Hs 578T Y39983
Hs 578T	Y39983	10	929	1211	3216	1	0.15947956663269114	0.37655472636815923	1.7915169047962758	Hs 578T Y39983
Hs 578T	Y39983	0.04	765	2784	3101	-1.3979400086720375	0.8959915968014076	0.8977749113189294	2.0192018730326082	Hs 578T Y39983
Hs 578T	Y39983	0.12	765	2537	3101	-0.9208187539523752	0.8107307518504134	0.81812318606901	2.0192018730326082	Hs 578T Y39983
Hs 578T	Y39983	0.37	765	2484	3101	-0.431798275933005	0.7918969728919532	0.8010319251854241	2.0192018730326082	Hs 578T Y39983
Hs 578T	Y39983	1.11	765	2320	3101	0.045322978786657475	0.7322966978854444	0.7481457594324411	2.0192018730326082	Hs 578T Y39983
Hs 578T	Y39983	3.33	765	2018	3101	0.5224442335063199	0.6166903656448142	0.6507578200580458	2.0192018730326082	Hs 578T Y39983
Hs 578T	Y39983	10	765	740	3101	1	-0.016320200522680794	0.23863269912931312	2.0192018730326082	Hs 578T Y39983
Hs 578T	Y39983	0.04	658	3164	3761	-1.3979400086720375	0.8671612499169394	0.8412656208455198	2.5149568173050647	Hs 578T Y39983
Hs 578T	Y39983	0.12	658	3239	3761	-0.9208187539523752	0.8846356903029584	0.8612071257644244	2.5149568173050647	Hs 578T Y39983
Hs 578T	Y39983	0.37	658	3036	3761	-0.431798275933005	0.8367523610079872	0.807232119117256	2.5149568173050647	Hs 578T Y39983
Hs 578T	Y39983	1.11	658	2905	3761	0.045322978786657475	0.8048201170774401	0.7724009571922361	2.5149568173050647	Hs 578T Y39983
Hs 578T	Y39983	3.33	658	2439	3761	0.5224442335063199	0.683607398668701	0.6484977399627758	2.5149568173050647	Hs 578T Y39983
Hs 578T	Y39983	10	658	567	3761	1	-0.05746683158020294	0.15075777718691838	2.5149568173050647	Hs 578T Y39983
Hs 578T	YM 201636	0.04	929	3387	3237	-1.3979400086720375	1.0509433151303242	1.046339202965709	1.8009068638265202	Hs 578T YM 201636
Hs 578T	YM 201636	0.12	929	3228	3237	-0.9208187539523752	0.996910363908317	0.9972196478220574	1.8009068638265202	Hs 578T YM 201636
Hs 578T	YM 201636	0.37	929	3251	3237	-0.431798275933005	1.0047985174545118	1.0043249922767996	1.8009068638265202	Hs 578T YM 201636
Hs 578T	YM 201636	1.11	929	2926	3237	0.045322978786657475	0.8909103856707725	0.9039233858510967	1.8009068638265202	Hs 578T YM 201636
Hs 578T	YM 201636	3.33	929	2396	3237	0.5224442335063199	0.6923100913658216	0.7401915353722582	1.8009068638265202	Hs 578T YM 201636
Hs 578T	YM 201636	10	929	1272	3237	1	0.19063669811092332	0.39295644114921224	1.8009068638265202	Hs 578T YM 201636
Hs 578T	YM 201636	0.04	765	3131	3148	-1.3979400086720375	0.994700670373303	0.9945997458703939	2.040903887927472	Hs 578T YM 201636
Hs 578T	YM 201636	0.12	765	3058	3148	-0.9208187539523752	0.9717761608719127	0.9714104193138501	2.040903887927472	Hs 578T YM 201636
Hs 578T	YM 201636	0.37	765	2958	3148	-0.431798275933005	0.9399147830138106	0.9396442185514613	2.040903887927472	Hs 578T YM 201636
Hs 578T	YM 201636	1.11	765	2705	3148	0.045322978786657475	0.856762377966175	0.8592757306226175	2.040903887927472	Hs 578T YM 201636
Hs 578T	YM 201636	3.33	765	2090	3148	0.5224442335063199	0.6363206115946738	0.6639135959339263	2.040903887927472	Hs 578T YM 201636
Hs 578T	YM 201636	10	765	955	3148	1	0.1148219819302152	0.30336721728081323	2.040903887927472	Hs 578T YM 201636
Hs 578T	YM 201636	0.04	658	3968	3933	-1.3979400086720375	1.006881201322102	1.0088990592423086	2.579470697207669	Hs 578T YM 201636
Hs 578T	YM 201636	0.12	658	3853	3933	-0.9208187539523752	0.9841294704227195	0.9796592931604373	2.579470697207669	Hs 578T YM 201636
Hs 578T	YM 201636	0.37	658	3791	3933	-0.431798275933005	0.9716904831979951	0.9638952453597762	2.579470697207669	Hs 578T YM 201636
Hs 578T	YM 201636	1.11	658	3211	3933	0.045322978786657475	0.8487664186732935	0.8164251207729468	2.579470697207669	Hs 578T YM 201636
Hs 578T	YM 201636	3.33	658	2502	3933	0.5224442335063199	0.6783252916965326	0.6361556064073226	2.579470697207669	Hs 578T YM 201636
Hs 578T	YM 201636	10	658	821	3933	1	0.0895882166213462	0.20874650394101196	2.579470697207669	Hs 578T YM 201636
Hs 578T	ZSTK474	0.04	929	2659	3216	-1.3979400086720375	0.798560695682796	0.8268034825870647	1.7915169047962758	Hs 578T ZSTK474
Hs 578T	ZSTK474	0.12	929	2261	3216	-0.9208187539523752	0.6429292767600401	0.7030472636815921	1.7915169047962758	Hs 578T ZSTK474
Hs 578T	ZSTK474	0.37	929	1832	3216	-0.431798275933005	0.46088003369591646	0.5696517412935324	1.7915169047962758	Hs 578T ZSTK474
Hs 578T	ZSTK474	1.11	929	1575	3216	0.045322978786657475	0.3426798470830501	0.48973880597014924	1.7915169047962758	Hs 578T ZSTK474
Hs 578T	ZSTK474	3.33	929	1457	3216	0.5224442335063199	0.285565034295282	0.45304726368159204	1.7915169047962758	Hs 578T ZSTK474
Hs 578T	ZSTK474	10	929	1256	3216	1	0.1833353453073603	0.39054726368159204	1.7915169047962758	Hs 578T ZSTK474
Hs 578T	ZSTK474	0.04	765	2489	3101	-1.3979400086720375	0.7936823552970957	0.8026443082876491	2.0192018730326082	Hs 578T ZSTK474
Hs 578T	ZSTK474	0.12	765	2092	3101	-0.9208187539523752	0.6457836425882681	0.6746210899709771	2.0192018730326082	Hs 578T ZSTK474
Hs 578T	ZSTK474	0.37	765	1696	3101	-0.431798275933005	0.48333129572178346	0.5469203482747501	2.0192018730326082	Hs 578T ZSTK474
Hs 578T	ZSTK474	1.11	765	1316	3101	0.045322978786657475	0.30820865606545045	0.42437923250564336	2.0192018730326082	Hs 578T ZSTK474
Hs 578T	ZSTK474	3.33	765	1087	3101	0.5224442335063199	0.1900319484874109	0.3505320864237343	2.0192018730326082	Hs 578T ZSTK474
Hs 578T	ZSTK474	10	765	805	3101	1	0.025562133978850543	0.2595936794582393	2.0192018730326082	Hs 578T ZSTK474
Hs 578T	ZSTK474	0.04	658	2989	3761	-1.3979400086720375	0.8253930164858811	0.7947354427014092	2.5149568173050647	Hs 578T ZSTK474
Hs 578T	ZSTK474	0.12	658	2500	3761	-0.9208187539523752	0.7002257451113729	0.6647168306301515	2.5149568173050647	Hs 578T ZSTK474
Hs 578T	ZSTK474	0.37	658	2225	3761	-0.431798275933005	0.6232409294062395	0.5915979792608349	2.5149568173050647	Hs 578T ZSTK474
Hs 578T	ZSTK474	1.11	658	1928	3761	0.045322978786657475	0.533351809812735	0.5126296197819729	2.5149568173050647	Hs 578T ZSTK474
Hs 578T	ZSTK474	3.33	658	1511	3761	0.5224442335063199	0.3917350619347806	0.4017548524328636	2.5149568173050647	Hs 578T ZSTK474
Hs 578T	ZSTK474	10	658	1120	3761	1	0.2355130984333118	0.2977931401223079	2.5149568173050647	Hs 578T ZSTK474
MCF 10A	A443654	0.04	513	4000	10473	-1.3979400086720375	0.6031353990225095	0.38193449823355297	4.351572126666856	MCF 10A A443654
MCF 10A	A443654	0.12	513	2023	10473	-0.9208187539523752	0.3706736948895337	0.1931633724816194	4.351572126666856	MCF 10A A443654
MCF 10A	A443654	0.37	513	692	10473	-0.431798275933005	0.0712027295597526	0.06607466819440466	4.351572126666856	MCF 10A A443654
MCF 10A	A443654	1.11	513	445	10473	0.045322978786657475	-0.03215004056717219	0.04249021292848276	4.351572126666856	MCF 10A A443654
MCF 10A	A443654	3.33	513	351	10473	0.5224442335063199	-0.08351307311580458	0.03351475221999427	4.351572126666856	MCF 10A A443654
MCF 10A	A443654	10	513	415	10473	1	-0.047549755741715494	0.039625704191731115	4.351572126666856	MCF 10A A443654
MCF 10A	A443654	0.04	1694	10311	11217	-1.3979400086720375	0.9391810996343213	0.9192297405723455	2.727181097247126	MCF 10A A443654
MCF 10A	A443654	0.12	1694	7992	11217	-0.9208187539523752	0.7662291939197021	0.7124899705803691	2.727181097247126	MCF 10A A443654
MCF 10A	A443654	0.37	1694	3893	11217	-0.431798275933005	0.3567728707526179	0.3470624944281002	2.727181097247126	MCF 10A A443654
MCF 10A	A443654	1.11	1694	2348	11217	0.045322978786657475	0.12717011360983022	0.20932513149683515	2.727181097247126	MCF 10A A443654
MCF 10A	A443654	3.33	1694	848	11217	0.5224442335063199	-0.22409861328827219	0.07559953641793705	2.727181097247126	MCF 10A A443654
MCF 10A	A443654	10	1694	538	11217	1	-0.3433321075583151	0.04796291343496478	2.727181097247126	MCF 10A A443654
MCF 10A	A443654	0.04	962	10928	10692	-1.3979400086720375	1.0126073876546018	1.0220725776281332	3.4743510384730363	MCF 10A A443654
MCF 10A	A443654	0.12	962	7796	10692	-0.9208187539523752	0.8261830767059517	0.7291432846988403	3.4743510384730363	MCF 10A A443654
MCF 10A	A443654	0.37	962	1706	10692	-0.431798275933005	0.17926561059552637	0.15955854844743733	3.4743510384730363	MCF 10A A443654
MCF 10A	A443654	1.11	962	674	10692	0.045322978786657475	-0.09733439214304651	0.06303778526000749	3.4743510384730363	MCF 10A A443654
MCF 10A	A443654	3.33	962	316	10692	0.5224442335063199	-0.27416020127673146	0.02955480733258511	3.4743510384730363	MCF 10A A443654
MCF 10A	A443654	10	962	173	10692	1	-0.38971268143517834	0.01618032173587729	3.4743510384730363	MCF 10A A443654
MCF 10A	Afatinib	0.04	513	351	10473	-1.3979400086720375	-0.08351307311580458	0.03351475221999427	4.351572126666856	MCF 10A Afatinib
MCF 10A	Afatinib	0.12	513	427	10473	-0.9208187539523752	-0.041290136842398684	0.04077150768643178	4.351572126666856	MCF 10A Afatinib
MCF 10A	Afatinib	0.37	513	487	10473	-0.431798275933005	-0.011881251852655872	0.04650052515993507	4.351572126666856	MCF 10A Afatinib
MCF 10A	Afatinib	1.11	513	588	10473	0.045322978786657475	0.031853538576274376	0.05614437124033228	4.351572126666856	MCF 10A Afatinib
MCF 10A	Afatinib	3.33	513	525	10473	0.5224442335063199	0.005327719978079237	0.050128902893153825	4.351572126666856	MCF 10A Afatinib
MCF 10A	Afatinib	10	513	561	10473	1	0.0207673559564161	0.0535663133772558	4.351572126666856	MCF 10A Afatinib
MCF 10A	Afatinib	0.04	1694	1726	11217	-1.3979400086720375	0.006885626907465081	0.15387358473745208	2.727181097247126	MCF 10A Afatinib
MCF 10A	Afatinib	0.12	1694	1655	11217	-0.9208187539523752	-0.008504168885354768	0.14754390657038424	2.727181097247126	MCF 10A Afatinib
MCF 10A	Afatinib	0.37	1694	1703	11217	-0.431798275933005	0.0019448493819191892	0.15182312561290898	2.727181097247126	MCF 10A Afatinib
MCF 10A	Afatinib	1.11	1694	1789	11217	0.045322978786657475	0.020209041129905403	0.1594900597307658	2.727181097247126	MCF 10A Afatinib
MCF 10A	Afatinib	3.33	1694	1868	11217	0.5224442335063199	0.03650275464624908	0.16653294107158778	2.727181097247126	MCF 10A Afatinib
MCF 10A	Afatinib	10	1694	1764	11217	1	0.014958100486233139	0.15726129981278417	2.727181097247126	MCF 10A Afatinib
MCF 10A	Afatinib	0.04	962	1713	10692	-1.3979400086720375	0.18065627848879218	0.16021324354657687	3.4743510384730363	MCF 10A Afatinib
MCF 10A	Afatinib	0.12	962	1521	10692	-0.9208187539523752	0.14094230750370973	0.14225589225589225	3.4743510384730363	MCF 10A Afatinib
MCF 10A	Afatinib	0.37	962	1405	10692	-0.431798275933005	0.11518605997392894	0.13140665918443697	3.4743510384730363	MCF 10A Afatinib
MCF 10A	Afatinib	1.11	962	1383	10692	0.045322978786657475	0.11013181208185374	0.12934904601571268	3.4743510384730363	MCF 10A Afatinib
MCF 10A	Afatinib	3.33	962	1483	10692	0.5224442335063199	0.13266390636283543	0.1387018331462776	3.4743510384730363	MCF 10A Afatinib
MCF 10A	Afatinib	10	962	1227	10692	1	0.07254165069937213	0.11475869809203143	3.4743510384730363	MCF 10A Afatinib
MCF 10A	Alpelisib	0.04	513	9455	10362	-1.3979400086720375	0.9581934357633861	0.9124686353985717	4.336199852643026	MCF 10A Alpelisib
MCF 10A	Alpelisib	0.12	513	8470	10362	-0.9208187539523752	0.909137280995864	0.8174097664543525	4.336199852643026	MCF 10A Alpelisib
MCF 10A	Alpelisib	0.37	513	7173	10362	-0.431798275933005	0.8373447462754695	0.6922408801389693	4.336199852643026	MCF 10A Alpelisib
MCF 10A	Alpelisib	1.11	513	6513	10362	0.045322978786657475	0.7968973070438692	0.6285466126230458	4.336199852643026	MCF 10A Alpelisib
MCF 10A	Alpelisib	3.33	513	4552	10362	0.5224442335063199	0.6544139609413091	0.43929743292800616	4.336199852643026	MCF 10A Alpelisib
MCF 10A	Alpelisib	10	513	1516	10362	1	0.2838787751143146	0.14630380235475776	4.336199852643026	MCF 10A Alpelisib
MCF 10A	Alpelisib	0.04	1694	10662	11103	-1.3979400086720375	0.9703381635069093	0.9602810051337476	2.712443761689178	MCF 10A Alpelisib
MCF 10A	Alpelisib	0.12	1694	9995	11103	-0.9208187539523752	0.9239659130322442	0.9002071512203909	2.712443761689178	MCF 10A Alpelisib
MCF 10A	Alpelisib	0.37	1694	9524	11103	-0.431798275933005	0.8900302990821769	0.8577861839142574	2.712443761689178	MCF 10A Alpelisib
MCF 10A	Alpelisib	1.11	1694	9390	11103	0.045322978786657475	0.8801826439776674	0.8457173736827884	2.712443761689178	MCF 10A Alpelisib
MCF 10A	Alpelisib	3.33	1694	8246	11103	0.5224442335063199	0.7922507643073264	0.742682157975322	2.712443761689178	MCF 10A Alpelisib
MCF 10A	Alpelisib	10	1694	4789	11103	1	0.4668743601200269	0.4313248671530217	2.712443761689178	MCF 10A Alpelisib
MCF 10A	Alpelisib	0.04	962	10528	10512	-1.3979400086720375	1.0008819196723953	1.0015220700152208	3.449856476552288	MCF 10A Alpelisib
MCF 10A	Alpelisib	0.12	962	10278	10512	-0.9208187539523752	0.9869916424611545	0.9777397260273972	3.449856476552288	MCF 10A Alpelisib
MCF 10A	Alpelisib	0.37	962	9803	10512	-0.431798275933005	0.9599246889898714	0.9325532724505328	3.449856476552288	MCF 10A Alpelisib
MCF 10A	Alpelisib	1.11	962	9137	10512	0.045322978786657475	0.9203588182344573	0.869197108066971	3.449856476552288	MCF 10A Alpelisib
MCF 10A	Alpelisib	3.33	962	8262	10512	0.5224442335063199	0.8651331749087967	0.785958904109589	3.449856476552288	MCF 10A Alpelisib
MCF 10A	Alpelisib	10	962	4539	10512	1	0.5678631652893078	0.4317922374429224	3.449856476552288	MCF 10A Alpelisib
MCF 10A	Alvocidib	0.04	513	1211	10473	-1.3979400086720375	0.21821039646940021	0.11563066934020816	4.351572126666856	MCF 10A Alvocidib
MCF 10A	Alvocidib	0.12	513	486	10473	-0.9208187539523752	-0.01234788726565439	0.04640504153537668	4.351572126666856	MCF 10A Alvocidib
