cell_line	drug	concentration	cell_count__time0	cell_count	cell_count__ctrl	log10_concentration	GR	rel_cell_count	ctrl_cell_doublings	experiment
MCF 10A	XMD11-50	3.33	1056.3333333333333	3183	10794	0.5224442335063199	0.3895169022002607	0.29488604780433575	3.353092528311561	MCF 10A XMD11-50
MCF 10A	XMD11-50	10	1056.3333333333333	1558.6666666666667	10794	1	0.12301872338386866	0.14440121054907049	3.353092528311561	MCF 10A XMD11-50
MCF 10A	XMD11-85h	0.04	1056.3333333333333	10290.333333333334	10794	-1.3979400086720375	0.971699800770413	0.9533382743499476	3.353092528311561	MCF 10A XMD11-85h
MCF 10A	XMD11-85h	0.12	1056.3333333333333	10335.666666666666	10794	-0.9208187539523752	0.9742863055854014	0.9575381384719905	3.353092528311561	MCF 10A XMD11-85h
MCF 10A	XMD11-85h	0.37	1056.3333333333333	10462	10794	-0.431798275933005	0.9814525279732489	0.9692421715768019	3.353092528311561	MCF 10A XMD11-85h
MCF 10A	XMD11-85h	1.11	1056.3333333333333	10239	10794	0.045322978786657475	0.9687612922777558	0.9485825458588104	3.353092528311561	MCF 10A XMD11-85h
MCF 10A	XMD11-85h	3.33	1056.3333333333333	9810.333333333334	10794	0.5224442335063199	0.943809785235056	0.9088691248224323	3.353092528311561	MCF 10A XMD11-85h
MCF 10A	XMD11-85h	10	1056.3333333333333	6885	10794	1	0.7490075233848623	0.6378543635352973	3.353092528311561	MCF 10A XMD11-85h
MCF 10A	XMD16-144	0.04	1056.3333333333333	7313.333333333333	10659	-1.3979400086720375	0.7863774989985044	0.686118147418457	3.3349350303913012	MCF 10A XMD16-144
MCF 10A	XMD16-144	0.12	1056.3333333333333	3470.6666666666665	10659	-0.9208187539523752	0.428595049453639	0.3256090314913844	3.3349350303913012	MCF 10A XMD16-144
MCF 10A	XMD16-144	0.37	1056.3333333333333	1737.3333333333333	10659	-0.431798275933005	0.16089653913805502	0.16299215060824968	3.3349350303913012	MCF 10A XMD16-144
MCF 10A	XMD16-144	1.11	1056.3333333333333	1611	10659	0.045322978786657475	0.13491139637154803	0.1511398817900366	3.3349350303913012	MCF 10A XMD16-144
MCF 10A	XMD16-144	3.33	1056.3333333333333	1600	10659	0.5224442335063199	0.13258216510800702	0.15010789004597055	3.3349350303913012	MCF 10A XMD16-144
MCF 10A	XMD16-144	10	1056.3333333333333	972.6666666666666	10659	1	-0.024439791095866026	0.09125308815711292	3.3349350303913012	MCF 10A XMD16-144
MCF 10A	Y39983	0.04	1056.3333333333333	10204.333333333334	10794	-1.3979400086720375	0.9667709915798548	0.9453708850596011	3.353092528311561	MCF 10A Y39983
MCF 10A	Y39983	0.12	1056.3333333333333	8682.333333333334	10794	-0.9208187539523752	0.8742751668007265	0.8043666234327713	3.353092528311561	MCF 10A Y39983
MCF 10A	Y39983	0.37	1056.3333333333333	8828.666666666666	10794	-0.431798275933005	0.8836409277615545	0.8179235377678957	3.353092528311561	MCF 10A Y39983
MCF 10A	Y39983	1.11	1056.3333333333333	8440	10794	0.045322978786657475	0.8585184738148748	0.7819158791921438	3.353092528311561	MCF 10A Y39983
MCF 10A	Y39983	3.33	1056.3333333333333	7576.666666666667	10794	0.5224442335063199	0.7996599487855836	0.7019331727502934	3.353092528311561	MCF 10A Y39983
MCF 10A	Y39983	10	1056.3333333333333	2898.6666666666665	10794	1	0.35127632477771886	0.26854425298005064	3.353092528311561	MCF 10A Y39983
MCF 10A	YM 201636	0.04	1056.3333333333333	10939.333333333334	10659	-1.3979400086720375	1.0156294231073324	1.026300153235138	3.3349350303913012	MCF 10A YM 201636
MCF 10A	YM 201636	0.12	1056.3333333333333	10442.666666666666	10659	-0.9208187539523752	0.9877408578240598	0.979704162366701	3.3349350303913012	MCF 10A YM 201636
MCF 10A	YM 201636	0.37	1056.3333333333333	9769.333333333334	10659	-0.431798275933005	0.9484083820009919	0.9165337586390219	3.3349350303913012	MCF 10A YM 201636
MCF 10A	YM 201636	1.11	1056.3333333333333	7735	10659	0.045322978786657475	0.8166581724920259	0.7256778309409888	3.3349350303913012	MCF 10A YM 201636
MCF 10A	YM 201636	3.33	1056.3333333333333	6509.666666666667	10659	0.5224442335063199	0.7250970750111154	0.6107202051474497	3.3349350303913012	MCF 10A YM 201636
MCF 10A	YM 201636	10	1056.3333333333333	2509.3333333333335	10659	1	0.2962031452274776	0.23541920755543047	3.3349350303913012	MCF 10A YM 201636
MCF 10A	ZSTK474	0.04	1056.3333333333333	9879.333333333334	10794	-1.3979400086720375	0.9478770710890019	0.9152615650670126	3.353092528311561	MCF 10A ZSTK474
MCF 10A	ZSTK474	0.12	1056.3333333333333	8093.333333333333	10794	-0.9208187539523752	0.8354162738081203	0.7497992712000494	3.353092528311561	MCF 10A ZSTK474
MCF 10A	ZSTK474	0.37	1056.3333333333333	6235.666666666667	10794	-0.431798275933005	0.6980927836727833	0.5776974862577976	3.353092528311561	MCF 10A ZSTK474
MCF 10A	ZSTK474	1.11	1056.3333333333333	3830.6666666666665	10794	0.045322978786657475	0.46842898868496974	0.3548885183126428	3.353092528311561	MCF 10A ZSTK474
MCF 10A	ZSTK474	3.33	1056.3333333333333	2504.6666666666665	10794	0.5224442335063199	0.29366501232186537	0.23204249274288183	3.353092528311561	MCF 10A ZSTK474
MCF 10A	ZSTK474	10	1056.3333333333333	1809.6666666666667	10794	1	0.17415643355239485	0.16765486998950035	3.353092528311561	MCF 10A ZSTK474
MCF7	A443654	0.04	1277.6666666666667	1256.6666666666667	4504.333333333333	-1.3979400086720375	-0.009075502507026267	0.2789906016428625	1.8178020974415001	MCF7 A443654
MCF7	A443654	0.12	1277.6666666666667	969.3333333333334	4504.333333333333	-0.9208187539523752	-0.14095326753541282	0.2152001776067491	1.8178020974415001	MCF7 A443654
MCF7	A443654	0.37	1277.6666666666667	738.3333333333334	4504.333333333333	-0.431798275933005	-0.26042565332652556	0.16391622881669504	1.8178020974415001	MCF7 A443654
MCF7	A443654	1.11	1277.6666666666667	741.6666666666666	4504.333333333333	0.045322978786657475	-0.2585907161486566	0.16465625693776365	1.8178020974415001	MCF7 A443654
MCF7	A443654	3.33	1277.6666666666667	674.3333333333334	4504.333333333333	0.5224442335063199	-0.29641025940483745	0.14970768889217792	1.8178020974415001	MCF7 A443654
MCF7	A443654	10	1277.6666666666667	566	4504.333333333333	1	-0.36103252570475874	0.1256567749574484	1.8178020974415001	MCF7 A443654
MCF7	Afatinib	0.04	1277.6666666666667	3678.6666666666665	4504.333333333333	-1.3979400086720375	0.7891751003661971	0.8166950344113076	1.8178020974415001	MCF7 Afatinib
MCF7	Afatinib	0.12	1277.6666666666667	3795	4504.333333333333	-0.9208187539523752	0.8200827672462978	0.8425220158366018	1.8178020974415001	MCF7 Afatinib
MCF7	Afatinib	0.37	1277.6666666666667	3985.6666666666665	4504.333333333333	-0.431798275933005	0.8698322262349705	0.8848516243617258	1.8178020974415001	MCF7 Afatinib
MCF7	Afatinib	1.11	1277.6666666666667	3549.6666666666665	4504.333333333333	0.045322978786657475	0.7543833168385643	0.7880559461259528	1.8178020974415001	MCF7 Afatinib
MCF7	Afatinib	3.33	1277.6666666666667	3042.6666666666665	4504.333333333333	0.5224442335063199	0.6117717566447225	0.6754976689114186	1.8178020974415001	MCF7 Afatinib
MCF7	Afatinib	10	1277.6666666666667	782	4504.333333333333	1	-0.23667487413110955	0.1736105972026937	1.8178020974415001	MCF7 Afatinib
MCF7	Alpelisib	0.04	1277.6666666666667	4277.666666666667	4791.666666666667	-1.3979400086720375	0.8844679511843658	0.8927304347826087	1.9070160528059443	MCF7 Alpelisib
MCF7	Alpelisib	0.12	1277.6666666666667	3550.6666666666665	4791.666666666667	-0.9208187539523752	0.7091021228162742	0.7410086956521739	1.9070160528059443	MCF7 Alpelisib
MCF7	Alpelisib	0.37	1277.6666666666667	2872	4791.666666666667	-0.431798275933005	0.5291824779212717	0.5993739130434782	1.9070160528059443	MCF7 Alpelisib
MCF7	Alpelisib	1.11	1277.6666666666667	2360.3333333333335	4791.666666666667	0.045322978786657475	0.3796736398743559	0.4925913043478261	1.9070160528059443	MCF7 Alpelisib
MCF7	Alpelisib	3.33	1277.6666666666667	1864.3333333333333	4791.666666666667	0.5224442335063199	0.21914064807222	0.38907826086956515	1.9070160528059443	MCF7 Alpelisib
MCF7	Alpelisib	10	1277.6666666666667	1211	4791.666666666667	1	-0.027709826748388178	0.2527304347826087	1.9070160528059443	MCF7 Alpelisib
MCF7	Alvocidib	0.04	1277.6666666666667	1143.3333333333333	4504.333333333333	-1.3979400086720375	-0.059281093300939225	0.25382964552653003	1.8178020974415001	MCF7 Alvocidib
MCF7	Alvocidib	0.12	1277.6666666666667	621.6666666666666	4504.333333333333	-0.9208187539523752	-0.32719212676609455	0.138015244579294	1.8178020974415001	MCF7 Alvocidib
MCF7	Alvocidib	0.37	1277.6666666666667	608.6666666666666	4504.333333333333	-0.431798275933005	-0.3349687155852563	0.13512913490712647	1.8178020974415001	MCF7 Alvocidib
MCF7	Alvocidib	1.11	1277.6666666666667	570.3333333333334	4504.333333333333	0.045322978786657475	-0.35834599380829635	0.1266188115148376	1.8178020974415001	MCF7 Alvocidib
MCF7	Alvocidib	3.33	1277.6666666666667	568	4504.333333333333	0.5224442335063199	-0.3597914423002909	0.12610079183008954	1.8178020974415001	MCF7 Alvocidib
MCF7	Alvocidib	10	1277.6666666666667	566.6666666666666	4504.333333333333	1	-0.3606186123441998	0.1258047805816621	1.8178020974415001	MCF7 Alvocidib
MCF7	AT-7519	0.04	1277.6666666666667	3565.3333333333335	4504.333333333333	-1.3979400086720375	0.7586386783090953	0.7915340782949752	1.8178020974415001	MCF7 AT-7519
MCF7	AT-7519	0.12	1277.6666666666667	1526.3333333333333	4504.333333333333	-0.9208187539523752	0.10277364004775569	0.33885887663731223	1.8178020974415001	MCF7 AT-7519
MCF7	AT-7519	0.37	1277.6666666666667	731	4504.333333333333	-0.431798275933005	-0.26447568182749615	0.16228816695034412	1.8178020974415001	MCF7 AT-7519
MCF7	AT-7519	1.11	1277.6666666666667	668.3333333333334	4504.333333333333	0.045322978786657475	-0.29986107401513173	0.14837563827425443	1.8178020974415001	MCF7 AT-7519
MCF7	AT-7519	3.33	1277.6666666666667	624.6666666666666	4504.333333333333	0.5224442335063199	-0.3254079513669863	0.13868126988825574	1.8178020974415001	MCF7 AT-7519
MCF7	AT-7519	10	1277.6666666666667	507.3333333333333	4504.333333333333	1	-0.39836149518148434	0.11263228002664101	1.8178020974415001	MCF7 AT-7519
MCF7	AZD 5438	0.04	1277.6666666666667	3769.6666666666665	4504.333333333333	-1.3979400086720375	0.8133888729731111	0.8368978021164805	1.8178020974415001	MCF7 AZD 5438
MCF7	AZD 5438	0.12	1277.6666666666667	2323.3333333333335	4504.333333333333	-0.9208187539523752	0.38950947794547575	0.5157996003848146	1.8178020974415001	MCF7 AZD 5438
